time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025000,447.9,290.1,1082.6,518.6,2330.9,578.2,470.6,1031.6,2410,141.4,50.3,7.3
0.027000,460.4,224.0,1045.1,656.6,2376.6,594.3,471.3,1022.7,2397.9,140.9,51.6,20
0.029000,472.9,192.2,1016.1,749.6,2395.8,592.1,472.3,1008.6,2379,140.4,52.9,20.8
0.031000,485.9,178.3,981.7,712.6,2383.3,559.8,473.7,990,2354.9,139.8,54.2,14.9
0.033000,494.6,171.2,937.1,561.4,2354.2,510.6,475.6,968.3,2327.7,139.2,55.5,7.4
0.035000,495.2,163.7,900.4,389.8,2323.5,464.7,477.8,944.6,2299.7,138.7,56.7,3.7
0.037000,490.2,150.8,880.1,258.8,2294.6,421.8,480.3,920.6,2273.2,138,57.8,3.7
0.039000,483.6,132.2,872.5,178.4,2273.7,381.0,483,897.5,2250.5,137.4,58.9,3.9
0.041000,478.1,110.7,871.5,135.0,2261.2,354.6,485.8,876.6,2233.1,136.8,59.9,4.3
0.043000,476.6,92.0,873.4,117.9,2249.7,351.6,488.7,859,2222.3,136.2,60.8,4.8
0.045000,480.0,80.4,874.9,125.0,2231.0,375.8,491.5,845.3,2218.7,135.5,61.6,5.4
0.047000,486.5,74.9,870.8,161.2,2202.8,433.7,494.1,836.2,2222.3,134.9,62.3,6
0.049000,494.1,72.6,855.0,234.0,2168.3,530.0,496.4,831.7,2232.3,134.3,63,6.6
0.051000,502.2,70.1,830.4,332.9,2139.0,656.1,498.2,831.6,2247.7,133.7,63.6,7.4
0.053000,506.9,62.8,823.4,390.6,2156.0,812.8,499.6,835.6,2267,133.1,64.2,8.2
0.055000,505.8,53.8,845.9,352.7,2288.0,963.2,500.4,843,2288.5,132.5,64.7,9.2
0.057000,503.1,47.2,866.7,293.6,2440.2,855.5,500.6,852.9,2310.6,131.9,65.2,10.4
0.059000,501.2,44.6,873.5,268.1,2456.1,739.3,500.4,864.7,2332,131.3,65.6,11.8
0.061000,499.1,45.8,868.8,281.9,2407.9,686.7,499.8,877.5,2351.4,130.8,65.9,13.2
0.063000,496.3,49.2,862.7,323.3,2355.7,638.1,499,890.6,2368.2,130.3,66.2,14.5
0.065000,495.0,50.1,872.8,362.7,2342.4,546.0,498,903.4,2382.1,129.8,66.4,15.3
0.067000,495.8,46.7,904.7,364.6,2360.1,413.0,497.1,915.5,2393.3,129.3,66.5,15.7
0.069000,496.8,42.2,936.0,321.8,2378.8,301.5,496.4,926.6,2402.2,128.8,66.6,15.8
0.071000,496.6,39.3,950.1,263.0,2390.6,242.0,496.1,936.7,2409.6,128.4,66.6,15.7
0.073000,496.5,37.5,951.2,214.5,2400.5,224.5,496.1,945.9,2416.1,128,66.5,15.4
0.075000,497.9,35.5,952.2,180.3,2414.3,229.0,496.7,954.3,2422.5,127.6,66.4,15.1
0.077000,500.1,33.7,961.9,151.0,2432.6,235.9,497.7,962.4,2429.2,127.2,66.3,14.6
0.079000,501.3,32.7,977.8,121.6,2449.3,233.6,499.1,970.3,2436.5,126.8,66.1,14
0.081000,501.8,32.1,990.9,94.9,2457.9,218.8,500.8,978.4,2444.1,126.5,65.9,13.3
0.083000,502.9,31.5,997.4,73.4,2461.3,195.8,502.4,986.9,2451.5,126.2,65.7,12.7
0.085000,503.5,32.1,1000.3,57.1,2465.3,171.1,503.9,996.1,2457.8,125.9,65.6,12.3
0.087000,501.8,34.8,1004.2,46.0,2469.8,146.1,505,1005.9,2462.1,125.6,65.4,12.1
0.089000,500.0,38.6,1011.9,39.4,2468.9,120.4,505.5,1016.3,2463.1,125.3,65.3,12.1
0.091000,501.1,42.0,1022.0,36.8,2457.9,97.1,505.2,1027.4,2459.8,125,65.2,12.2
0.093000,502.8,46.0,1031.5,39.0,2437.9,78.0,504,1038.7,2451.4,124.8,65.2,12.2
0.095000,501.9,51.0,1039.5,47.6,2418.1,63.3,501.8,1050.2,2437.5,124.6,65.1,11.9
0.097000,499.9,53.1,1048.6,62.8,2405.2,55.0,498.7,1061.6,2418.1,124.3,65.1,11.4
0.099000,499.2,50.4,1064.2,77.3,2396.6,55.4,494.8,1072.4,2393.8,124.1,64.9,10.7
0.101000,497.7,45.7,1086.8,73.1,2383.3,67.6,490.3,1082.6,2365.8,123.9,64.7,9.8
0.103000,491.3,43.5,1105.0,53.3,2353.3,92.0,485.5,1091.8,2335.5,123.8,64.3,8.8
0.105000,480.2,44.4,1114.5,36.5,2306.6,107.6,480.6,1099.9,2304.9,123.6,63.9,7.7
0.107000,471.7,45.9,1117.8,26.4,2265.8,100.9,476.1,1106.7,2276.1,123.4,63.3,6.3
0.109000,469.7,49.8,1117.2,21.1,2242.0,89.7,472.1,1112.1,2251,123.3,62.6,4.6
0.111000,471.1,61.1,1114.2,18.8,2229.9,84.1,469.1,1115.9,2231.6,123.1,61.8,2.8
0.113000,469.6,87.7,1110.4,18.9,2223.2,87.9,467.2,1118.3,2219.3,123,60.9,1.4
0.115000,459.3,133.4,1108.3,21.7,2216.7,107.1,466.5,1119.1,2215.2,122.9,60,0.8
