time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025000,602.8,346.0,1412.5,247.1,2530.4,149.7,636.3,1441.4,2491.1,0,52.7,-200
0.027000,611.1,272.4,1430.6,158.5,2507.6,136.8,641.8,1442,2485.3,0,53.9,-169.4
0.029000,640.6,234.5,1441.1,111.9,2481.4,131.8,650.8,1443,2475.9,0,55.2,-124.2
0.031000,674.2,214.6,1447.7,92.9,2457.2,132.6,662.8,1444.2,2463.6,0,56.3,-74.2
0.033000,701.7,210.8,1452.3,91.3,2436.4,139.3,677.3,1445.5,2449.1,0,57.5,-29.1
0.035000,723.3,231.3,1455.6,108.2,2416.8,151.9,693.7,1446.9,2433.2,0,58.6,1.4
0.037000,740.0,272.7,1458.2,141.8,2395.5,160.7,711.4,1448.1,2416.9,0,59.7,14.1
0.039000,751.9,318.2,1461.5,173.9,2374.1,154.7,729.7,1449,2400.9,0,60.9,15.4
0.041000,757.1,353.0,1463.1,183.0,2361.1,137.4,747.7,1449.5,2386.2,0,62,10.2
0.043000,759.9,377.8,1460.6,178.1,2358.1,119.0,765,1449.4,2373.2,0,63,3.4
0.045000,765.5,392.7,1455.4,170.1,2360.5,103.1,780.9,1448.7,2362.6,0,63.8,0
0.047000,776.7,393.6,1449.4,163.7,2363.5,92.9,794.8,1447.2,2354.5,0,64.4,0
0.049000,795.4,378.3,1443.6,162.9,2364.3,90.0,806.5,1445.1,2349.2,0,65,0.1
0.051000,813.4,350.5,1439.4,171.3,2363.0,95.2,815.6,1442.2,2346.3,0,65.6,0.3
0.053000,820.2,326.0,1436.0,189.0,2362.2,104.2,822.1,1438.7,2345.7,0,66.2,0.4
0.055000,819.0,313.5,1430.2,212.6,2363.4,108.5,825.9,1434.7,2347,0,66.7,0.5
0.057000,818.8,310.9,1421.3,229.6,2364.1,104.3,827.4,1430.3,2349.6,0,67.2,0.3
0.059000,822.7,311.1,1410.8,232.3,2362.7,96.6,826.8,1425.7,2353,0,67.7,-0.2
0.061000,828.1,304.8,1402.2,219.6,2358.9,89.8,824.4,1421.1,2356.7,156.6,68.1,-0.6
0.063000,828.7,279.7,1398.9,196.3,2353.6,84.5,820.7,1416.7,2360.2,156.5,68.4,-0.7
0.065000,822.4,239.9,1401.2,175.9,2350.6,80.8,816.2,1412.7,2363.3,156.4,68.6,-0.2
0.067000,813.5,205.2,1406.6,170.8,2353.3,79.5,811.4,1409.3,2365.8,156.3,68.9,1.2
0.069000,805.2,180.1,1412.0,177.4,2358.8,79.5,806.7,1406.5,2367.6,156.2,69,3.3
0.071000,799.7,165.8,1415.9,186.4,2364.2,79.6,802.5,1404.5,2368.8,156,69.2,5.7
0.073000,797.8,161.6,1420.2,189.0,2368.2,80.5,799.2,1403.4,2369.6,155.9,69.3,7.7
0.075000,799.9,167.3,1425.9,185.6,2370.4,84.3,796.8,1403,2370.3,155.7,69.3,9
0.077000,804.3,178.6,1428.6,179.7,2370.6,89.4,795.5,1403.3,2371.3,155.5,69.4,9.2
0.079000,806.7,188.6,1425.1,171.6,2368.9,92.7,795.2,1404.2,2372.9,155.3,69.5,8.6
0.081000,804.5,194.2,1417.1,162.2,2366.3,92.5,795.8,1405.3,2375.4,155.1,69.6,7.7
0.083000,799.4,197.2,1407.9,154.1,2366.8,89.3,797,1406.6,2379,154.9,69.7,7
0.085000,795.0,201.6,1399.7,149.4,2376.3,83.4,798.3,1407.5,2383.8,154.7,69.6,6.7
0.087000,793.1,212.8,1393.2,150.5,2393.0,76.5,799.5,1407.9,2389.9,154.4,69.5,7.1
0.089000,792.3,233.7,1387.2,157.3,2410.3,69.8,800,1407.5,2397.1,154.2,69.3,8
0.091000,790.6,259.4,1381.5,167.5,2423.5,64.0,799.4,1405.9,2405.1,153.9,69.1,9
0.093000,786.7,287.6,1376.6,182.4,2432.8,59.6,797.3,1402.9,2413.5,153.6,68.8,9.8
0.095000,781.3,325.0,1373.2,207.9,2439.2,57.8,793.3,1398.2,2422,153.4,68.4,9.9
0.097000,778.7,361.8,1374.3,235.2,2441.9,58.9,787.2,1391.9,2429.9,153.1,68.1,9.3
0.099000,778.8,381.7,1382.9,246.1,2441.2,62.5,778.9,1383.8,2436.8,152.8,67.9,8.1
0.101000,775.7,385.2,1393.5,234.6,2437.5,68.3,768.4,1374.1,2442.5,152.5,67.8,6.6
0.103000,765.5,388.0,1393.7,217.7,2433.3,76.8,755.7,1362.8,2446.5,152.2,67.9,5.1
0.105000,749.6,387.4,1378.9,204.5,2432.3,89.2,741.3,1350.3,2448.6,151.9,68,3.9
0.107000,732.7,367.8,1355.8,188.2,2434.1,104.6,725.5,1336.9,2448.9,151.7,68.2,2.9
0.109000,716.6,337.2,1331.8,166.6,2434.7,123.8,708.8,1323,2447.5,151.4,68.3,2
0.111000,700.6,316.5,1311.9,149.5,2431.6,144.6,691.9,1309.1,2444.7,151.1,68.3,1.1
0.113000,681.7,311.1,1296.9,143.4,2427.6,156.5,675.4,1295.7,2440.7,150.8,68.1,0.6
0.115000,659.4,309.1,1285.0,148.5,2428.4,151.9,659.9,1283.3,2436.2,150.5,67.8,0.4
0.117000,642.4,298.6,1273.2,158.7,2433.8,139.9,646.3,1272.4,2431.5,150.3,67.5,0.8
0.119000,631.8,281.8,1257.8,160.9,2440.4,131.5,635,1263.4,2427.3,150,67.1,1.7
0.121000,622.5,263.6,1243.8,150.1,2443.8,133.7,626.5,1256.7,2423.9,149.8,66.7,2.8
0.123000,614.9,246.8,1238.5,137.6,2438.3,153.5,621.2,1252.6,2421.7,149.6,66.3,3.7
0.125000,612.8,237.7,1245.0,133.5,2416.6,202.4,619.5,1251.2,2421,0,65.8,4.1
