time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025000,538.8,384.0,1570.3,285.5,2564.5,142.6,430.8,1579.7,2592.8,0,59.5,8.2
0.027000,541.0,407.1,1555.1,346.1,2560.8,137.5,429.7,1576.7,2592,0,60,8.3
0.029000,483.8,356.5,1531.7,405.2,2562.6,121.0,427.8,1571.7,2590.7,0,60.8,8.1
0.031000,433.6,271.7,1523.8,435.6,2569.4,107.7,425.3,1565,2588.8,156.3,61.8,7.9
0.033000,411.0,232.3,1533.8,463.0,2579.0,108.7,422.1,1556.5,2586.6,156.5,62.8,7.7
0.035000,400.4,223.9,1544.4,486.9,2589.4,127.7,418.2,1546.6,2583.9,156.7,63.7,7.7
0.037000,390.2,215.7,1546.0,504.2,2600.2,168.6,413.9,1535.4,2580.8,156.9,64.5,8
0.039000,376.1,192.2,1530.9,524.5,2611.4,238.9,409,1523.2,2577.4,157.2,65.2,8.5
0.041000,360.9,161.2,1492.7,551.3,2618.0,346.0,403.8,1510.3,2573.8,157.5,65.7,9.1
0.043000,350.4,142.3,1445.3,574.5,2604.4,469.0,398.2,1497,2570,157.8,66,9.7
0.045000,346.9,140.6,1424.2,593.5,2573.0,573.7,392.4,1483.4,2566.1,158.1,66.3,10.2
0.047000,346.7,141.0,1450.3,585.7,2546.3,662.1,386.4,1470,2562.1,158.5,66.5,10.5
0.049000,344.1,126.3,1495.1,517.4,2532.9,681.7,380.4,1457,2558.1,158.9,66.6,10.9
0.051000,338.3,99.0,1525.2,420.3,2531.5,612.4,374.4,1444.6,2554.2,159.3,66.6,11.2
0.053000,334.3,77.6,1539.2,358.2,2543.0,524.1,368.5,1433.1,2550.4,159.8,66.6,11.4
0.055000,335.6,72.5,1529.8,364.9,2552.1,482.0,362.8,1422.6,2546.8,160.3,66.6,11.6
0.057000,339.6,77.8,1489.7,410.3,2546.3,464.1,357.4,1413.4,2543.3,160.8,66.6,11.6
0.059000,341.8,80.4,1437.8,423.7,2537.6,420.9,352.3,1405.6,2540.1,161.4,66.6,11.6
0.061000,341.4,75.9,1404.5,404.9,2541.8,359.1,347.5,1399.2,2537.2,162,66.6,11.5
0.063000,341.2,70.3,1387.9,407.0,2552.6,303.4,343.2,1394.3,2534.5,162.6,66.6,11.4
0.065000,343.8,70.8,1372.5,468.2,2559.5,267.8,339.4,1390.9,2532,163.2,66.6,11.3
0.067000,349.1,77.5,1359.8,581.7,2558.3,255.3,336.1,1388.9,2529.9,163.9,66.6,11.1
0.069000,353.2,81.2,1371.2,669.2,2553.7,261.1,333.3,1388.2,2527.9,164.6,66.6,10.9
0.071000,353.2,76.0,1402.9,679.1,2551.0,273.2,331,1388.7,2526.2,165.3,66.6,10.7
