time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.026000,567.7,141.8,1140.8,55.2,2561.6,164.9,571.3,1150.5,2561.3,145.4,70.8,4.7
0.028000,573.4,127.9,1161.4,62.0,2559.5,152.2,572.5,1160.5,2559.7,145.5,71,5.4
0.030000,576.3,118.4,1181.9,73.6,2558.3,136.2,574.3,1175.7,2557.8,145.5,71.1,6.5
0.032000,578.1,117.0,1202.0,92.1,2556.0,125.5,576.2,1194.8,2556.3,145.5,71.2,7.5
0.034000,578.8,123.3,1221.7,118.7,2554.5,120.3,577.9,1216.6,2555.8,145.5,71.1,8.5
0.036000,578.7,132.3,1239.2,145.7,2555.9,116.2,578.9,1240.9,2556.1,145.3,71,9.2
0.038000,578.8,140.5,1260.7,169.9,2558.0,112.1,579.3,1268.5,2556.7,145.2,70.9,9.8
0.040000,578.6,141.7,1292.8,185.5,2558.2,110.6,579.1,1300.5,2556.8,145.1,70.7,10.3
0.042000,576.7,129.2,1336.1,183.9,2555.9,111.0,578.4,1337.7,2555.6,144.9,70.5,10.8
0.044000,575.6,109.2,1385.0,168.0,2551.6,114.1,577.6,1379.9,2552.5,144.7,70.3,11.1
0.046000,577.0,95.3,1432.5,154.1,2546.5,123.1,576.9,1425.7,2548,144.5,70.2,11.2
0.048000,578.3,86.5,1477.7,143.2,2541.3,135.8,576.3,1472.1,2542.9,144.3,70.1,11.2
0.050000,578.3,80.6,1513.0,135.3,2538.4,144.9,576,1515.7,2538.3,144.1,70,11.1
0.052000,577.6,76.7,1545.6,130.3,2536.6,150.8,575.8,1553.6,2535.1,143.8,69.9,10.9
0.054000,575.7,74.7,1581.7,126.0,2535.5,156.6,575.6,1584.4,2533.7,143.6,69.9,10.7
0.056000,573.1,73.3,1611.8,119.9,2535.7,161.7,575.1,1608.6,2533.2,143.4,69.8,10.5
0.058000,571.3,72.6,1632.2,114.0,2533.4,168.0,574.2,1628.5,2532.3,143.1,69.8,10.3
0.060000,570.9,75.5,1647.6,112.1,2525.4,178.8,572.8,1647.8,2529.1,142.9,69.8,10
0.062000,571.0,81.9,1666.9,113.6,2515.5,194.3,571,1669.6,2522.1,142.7,69.9,9.7
0.064000,570.9,87.8,1694.2,116.3,2508.3,215.5,568.9,1696,2510.6,142.4,70,9.4
0.066000,569.7,89.6,1727.5,118.3,2500.4,247.0,566.8,1726.3,2495.4,142.2,70.1,9
0.068000,566.8,89.2,1762.6,117.1,2485.8,291.1,564.9,1757.7,2478.7,141.9,70.3,8.5
0.070000,563.9,89.0,1786.4,113.1,2469.2,332.3,563.3,1785.5,2463.4,141.6,70.4,7.9
0.072000,561.6,89.4,1800.2,110.3,2454.5,368.7,562.3,1804.7,2452.7,141.2,70.3,7.3
0.074000,558.8,89.9,1811.8,113.3,2437.0,410.0,562,1811.6,2448.8,140.9,70.2,6.8
