time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025000,204.1,242.6,2591.5,232.0,3494.5,610.7,189.3,2544.4,3458.9,193.2,67.4,7.9
0.027000,205.9,205.2,2547.6,198.9,3478.1,531.9,193.2,2543.1,3452.2,193.8,67.9,8.5
0.029000,209.7,166.8,2516.3,175.5,3454.0,440.6,199.5,2540.9,3441.6,194.5,68.4,9.1
0.031000,213.3,140.8,2505.0,162.3,3415.8,385.4,208,2538,3427.8,195.2,68.9,9.7
0.033000,217.3,123.4,2509.2,156.5,3379.1,363.7,218.1,2534.5,3411.4,195.9,69.4,10.2
0.035000,223.0,105.3,2520.0,157.5,3364.9,348.6,229.7,2530.6,3393.7,196.7,69.9,10.8
0.037000,231.2,82.2,2530.4,169.1,3369.6,322.2,242,2526.6,3375.7,197.5,70.5,11.3
0.039000,241.9,60.1,2539.6,210.6,3372.6,286.2,254.7,2522.5,3358.6,198.4,71,11.7
0.041000,253.8,46.6,2543.9,304.8,3354.8,249.0,267.2,2518.5,3343.5,199.3,71.5,12
0.043000,266.7,39.4,2532.3,440.1,3320.5,213.6,279.1,2514.9,3331.2,200.2,71.8,12.3
0.045000,278.5,35.6,2511.5,527.0,3292.9,200.8,289.9,2511.7,3322.8,201.2,72.1,12.5
0.047000,288.4,33.7,2503.1,542.8,3277.0,225.7,299.2,2508.9,3318.8,202.2,72.3,12.6
0.049000,298.1,32.4,2503.5,509.1,3272.3,297.3,306.9,2506.6,3319.4,203.2,72.2,12.7
0.051000,307.8,31.7,2504.9,441.9,3294.4,417.1,312.8,2504.8,3325,204.3,72.1,12.7
0.053000,318.4,31.3,2498.3,351.3,3371.9,540.1,316.8,2503.4,3335.2,205.4,71.8,12.6
0.055000,328.8,30.7,2486.2,275.0,3451.7,533.0,318.9,2502.3,3349.6,206.4,71.4,12.4
0.057000,337.4,30.8,2488.5,223.1,3458.8,463.8,319.2,2501.4,3367.7,207.5,71.1,12.3
0.059000,342.2,32.4,2500.7,182.8,3425.7,413.5,318,2500.6,3388.6,208.6,71,12.1
0.061000,340.5,36.7,2509.5,157.9,3397.7,389.8,315.6,2499.6,3411.3,209.7,71.1,11.9
0.063000,331.6,45.2,2514.1,145.2,3400.4,379.2,312.2,2498.5,3435,210.7,71.5,11.7
0.065000,317.3,56.0,2512.6,141.3,3431.9,369.4,308.3,2497,3458.6,211.8,71.9,11.4
0.067000,302.3,63.9,2502.3,139.0,3459.6,358.0,304,2495.1,3481.2,212.8,72.5,11.3
0.069000,289.0,70.3,2488.8,129.8,3475.4,317.8,299.9,2492.8,3502.1,213.8,73,11.4
0.071000,280.1,76.3,2478.4,120.4,3491.1,272.6,296.1,2490.2,3520.4,214.8,73.4,11.7
0.073000,275.0,85.1,2472.4,116.8,3511.3,242.9,292.9,2487.2,3535.9,215.7,73.8,12.1
0.075000,273.5,100.7,2472.5,119.9,3534.5,223.4,290.4,2484,3548.2,216.6,74.1,12.5
0.077000,274.4,121.9,2475.5,124.2,3556.0,205.6,288.9,2480.7,3557.4,217.5,74.3,12.7
0.079000,277.5,145.3,2477.2,124.4,3573.1,184.5,288.2,2477.6,3563.7,218.3,74.5,12.4
0.081000,282.6,163.1,2476.0,119.0,3583.0,163.9,288.5,2474.7,3567.3,219.1,74.5,11.7
0.083000,289.4,173.8,2473.9,110.1,3586.5,146.9,289.6,2472.3,3568.9,219.8,74.4,10.7
0.085000,296.4,179.6,2473.9,101.6,3584.6,138.0,291.3,2470.6,3569.1,220.6,74.2,9.8
0.087000,301.7,187.4,2476.2,95.6,3580.6,137.9,293.4,2469.6,3568.5,221.2,74,9
0.089000,305.3,202.0,2478.8,90.9,3578.2,145.7,295.9,2469.5,3567.9,221.8,73.6,8.5
0.091000,307.7,219.9,2479.4,85.0,3579.7,158.2,298.3,2470.3,3567.9,222.4,73.3,8.2
0.093000,309.7,233.8,2477.9,76.3,3582.4,170.5,300.6,2471.9,3569.1,223,73,8.1
0.095000,311.0,238.0,2477.2,67.3,3581.3,174.0,302.6,2474.3,3571.9,223.5,72.7,8.1
0.097000,310.6,237.7,2479.3,61.3,3577.6,165.9,304,2477.4,3576.6,224,72.6,8.1
0.099000,308.4,237.3,2483.5,58.4,3575.4,152.1,304.7,2480.8,3583.4,224.4,72.7,8.2
0.101000,305.6,234.9,2486.7,57.2,3577.4,139.8,304.8,2484.4,3592.2,224.8,72.8,8.4
0.103000,302.6,228.8,2486.7,55.8,3584.9,129.6,304,2487.8,3602.8,225.2,72.9,8.7
0.105000,299.3,219.8,2483.3,52.9,3597.9,122.7,302.5,2490.9,3614.9,225.5,73,9
0.107000,295.7,210.3,2479.6,49.3,3613.6,119.9,300.4,2493.2,3628.1,225.8,73.1,9.2
0.109000,291.4,201.0,2478.0,46.2,3630.4,121.9,297.6,2494.5,3641.8,226.1,73.2,9.2
0.111000,287.3,193.6,2479.5,44.9,3646.8,126.4,294.3,2494.5,3655.5,226.4,73.4,9.1
0.113000,283.0,192.1,2483.4,44.6,3666.1,125.7,290.7,2493.2,3668.7,226.6,73.6,8.8
0.115000,278.6,200.8,2487.1,44.5,3686.3,114.5,286.8,2490.5,3680.9,226.8,73.8,8.5
0.117000,275.1,215.3,2487.9,44.6,3702.5,102.0,282.9,2486.2,3691.7,227,74,8.4
0.119000,273.7,228.3,2485.5,46.1,3714.0,94.5,279.1,2480.5,3700.8,227.2,74.1,8.6
0.121000,275.6,233.6,2481.9,49.8,3720.0,93.8,275.4,2473.6,3708.1,227.4,74.2,8.9
0.123000,279.4,234.2,2478.0,55.1,3721.0,100.3,272,2465.7,3713.4,227.5,74.3,9.4
0.125000,282.0,238.5,2473.9,60.2,3717.0,114.6,268.8,2457.1,3716.9,227.7,74.2,10
0.127000,281.2,254.0,2468.3,63.9,3711.2,134.1,266.1,2448.2,3718.8,227.8,74.2,10.5
0.129000,276.1,284.1,2459.0,66.9,3711.0,158.6,263.8,2439.4,3719.4,227.9,74.2,11
0.131000,267.9,321.4,2445.1,69.0,3725.3,182.5,261.8,2431,3719,228,74.1,11.5
0.133000,258.2,359.0,2426.9,68.4,3757.5,195.3,260.3,2423.5,3718,228.1,74,12.1
0.135000,251.6,388.9,2409.4,65.0,3795.8,183.2,259.1,2417.3,3716.8,228.1,73.8,12.5
0.137000,250.5,413.5,2397.5,62.5,3823.9,155.4,258.3,2412.6,3715.7,228.2,73.6,12.9
0.139000,253.3,446.9,2391.2,63.9,3707.9,2106.3,257.8,2409.7,3714.9,228.2,73.3,12.8
0.141000,253.5,502.2,2389.8,70.5,3499.8,2121.5,257.7,2408.7,3714.6,228.3,73,12.5
