time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025500,482.1,51.4,2159.2,77.3,2383.6,138.2,486.9,2160.5,2374.1,169.1,73.6,9.2
0.027500,496.0,46.2,2148.0,82.2,2358.1,137.3,492.8,2150.3,2358.9,169.5,73.7,8.5
0.029500,504.4,42.3,2136.0,95.9,2333.2,139.9,501,2135.1,2338.5,169.7,73.8,7.6
0.031500,510.7,38.0,2118.8,117.5,2310.6,140.2,509.7,2116.8,2318.6,169.9,73.9,6.8
0.033500,516.0,32.5,2098.5,135.5,2298.7,141.7,517.1,2097,2304.4,169.9,73.9,6.2
0.035500,520.5,26.2,2079.6,141.9,2300.2,151.5,522.4,2076.6,2299.3,169.9,73.8,5.7
0.037500,524.1,21.0,2057.9,137.6,2311.9,162.2,525.6,2055.4,2303.8,169.9,73.7,5.3
0.039500,527.0,18.4,2031.8,126.4,2325.2,164.0,527.2,2033,2315.6,169.8,73.4,5.1
0.041500,529.2,18.8,2002.3,112.3,2334.0,159.6,528.1,2008.8,2330.1,169.6,73,4.8
0.043500,530.5,22.1,1975.8,100.3,2336.8,155.9,528.9,1983.1,2342.3,169.5,72.5,4.7
0.045500,530.8,29.0,1955.0,92.8,2337.2,159.0,529.8,1956.9,2347.7,169.2,71.9,4.6
0.047500,530.1,40.5,1937.8,91.7,2336.3,173.3,530.2,1931.9,2343.9,169,71.1,4.7
0.049500,528.6,57.4,1920.9,97.4,2332.4,198.5,529.7,1909.7,2331,168.8,70.4,4.7
0.051500,526.0,81.8,1898.9,106.4,2320.5,229.9,527.9,1891.2,2310.9,168.5,69.8,4.9
0.053500,524.0,106.5,1873.2,110.4,2296.2,252.9,525.6,1875.7,2287.1,168.2,69.3,5.1
0.055500,524.8,120.0,1849.3,108.3,2263.7,271.8,524,1861.2,2263.1,167.9,69,5.4
0.057500,528.5,123.3,1832.7,104.2,2235.6,290.9,525.1,1844.7,2242,167.5,68.9,5.8
0.059500,533.0,125.7,1821.2,101.7,2219.6,300.7,530.5,1823.7,2225.5,167.2,68.8,6.2
0.061500,539.4,132.2,1804.7,103.6,2210.1,296.5,541.2,1796.8,2214.3,166.8,68.8,6.5
0.063500,552.1,138.8,1776.3,107.6,2206.5,280.4,556.3,1765.1,2207.7,166.3,68.7,6.6
0.065500,572.8,135.2,1738.8,104.5,2211.9,263.6,573.6,1732.2,2204.5,165.9,68.6,6.5
0.067500,592.5,119.4,1704.2,94.3,2216.7,263.4,589.8,1702.8,2203.5,165.3,68.4,6.1
0.069500,602.6,104.3,1680.8,85.5,2206.7,281.7,601.3,1682.6,2203.3,164.7,68.1,5.6
0.071500,604.3,93.5,1664.7,80.3,2187.8,298.3,605.4,1675.3,2203.4,164,67.9,5.1
