time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025500,463.7,48.4,1704.3,122.3,1907.4,431.3,472.2,1680.8,1876.6,153.6,65.5,5.5
0.027500,477.8,38.9,1684.3,126.0,1896.6,276.6,475.4,1683.1,1891.4,153.2,66.4,6.5
0.029500,486.6,33.8,1674.7,113.7,1902.0,228.6,480.8,1686.6,1912.2,152.8,67.5,7.7
0.031500,493.5,31.6,1675.5,105.6,1915.1,229.6,488.3,1690.5,1934.2,152.3,68.3,8.7
0.033500,499.8,31.5,1682.1,104.2,1934.5,246.5,498,1694.6,1953,151.7,68.9,9.4
0.035500,507.0,33.3,1693.1,108.6,1953.6,257.0,509.3,1698.7,1965.7,151.2,69.3,9.5
0.037500,516.5,37.7,1707.7,114.2,1966.2,263.2,521.8,1703.2,1971.8,150.6,69.4,9.4
0.039500,529.3,43.8,1719.8,114.0,1974.7,266.1,534.4,1708.8,1973.4,150,69.3,9.1
0.041500,546.0,49.0,1728.3,108.2,1986.7,266.5,546.3,1716.4,1974.5,149.4,69.2,8.7
0.043500,560.4,49.7,1733.5,102.6,2002.1,262.0,556.4,1726.9,1979.7,148.7,69.2,8.4
0.045500,568.5,48.1,1739.7,100.4,2015.3,257.8,564.1,1740.4,1992.9,148.1,69.3,8
0.047500,571.4,46.8,1751.5,100.9,2027.5,270.2,568.9,1756.8,2015.9,147.5,69.5,7.5
0.049500,570.7,46.9,1768.3,101.7,2043.5,294.8,570.9,1775,2047.6,146.9,69.8,7.1
0.051500,567.8,48.3,1788.9,101.9,2065.0,320.8,570.6,1793.5,2084.3,146.3,70.1,6.8
0.053500,564.8,50.0,1808.1,98.8,2089.3,346.2,568.6,1810.6,2120.4,145.7,70.3,6.8
0.055500,563.6,50.5,1822.8,91.9,2121.8,373.0,565.8,1824.9,2150.2,145.2,70.5,7.1
0.057500,563.7,49.9,1834.5,85.9,2161.9,387.7,563,1835.7,2169,144.6,70.6,7.8
0.059500,563.1,48.5,1845.0,84.8,2190.2,384.3,560.7,1843.3,2174.9,144.1,70.7,8.7
0.061500,561.4,46.0,1855.2,88.3,2198.6,373.7,559.1,1848.7,2169,143.6,70.7,9.4
0.063500,559.6,42.7,1862.6,98.5,2186.1,355.4,558.2,1853.9,2155.4,143.2,70.8,9.9
0.065500,557.4,39.5,1867.2,120.3,2159.2,321.4,557.5,1860.8,2140.1,142.7,70.9,10.1
0.067500,554.9,36.2,1870.5,150.3,2132.1,280.5,556.5,1871.3,2129.2,142.3,71,10.2
0.069500,553.3,32.4,1877.6,172.9,2115.6,263.3,555,1886.2,2127.4,141.9,71,10.1
0.071500,551.9,27.7,1896.1,183.0,2106.4,290.4,552.8,1905.1,2136.8,141.5,70.9,10
0.073500,550.0,23.9,1924.0,168.9,2112.1,373.2,549.9,1926.6,2156,141.1,70.9,9.7
0.075500,547.7,21.7,1945.6,138.4,2154.9,459.1,546.8,1948,2180.7,140.8,70.8,9.3
0.077500,545.7,21.1,1960.8,120.4,2215.2,461.5,544,1966.3,2204.9,140.4,70.8,8.8
0.079500,543.2,21.6,1975.9,121.0,2248.4,416.9,542.1,1978.6,2222.5,140.1,70.7,8.2
0.081500,539.4,22.6,2000.6,135.5,2256.9,403.2,541.4,1983,2228.9,139.7,70.8,7.6
