time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025000,418.8,76.8,2413.6,83.4,3463.7,105.7,428.8,2421.8,3504,220.4,84.6,9.5
0.027000,430.4,65.2,2405.9,73.1,3487.2,141.1,432,2416.5,3504,220.4,85.4,9.1
0.029000,439.7,54.5,2399.8,59.0,3510.3,163.4,436.9,2408.7,3503.9,220.3,86,9.2
0.031000,447.1,44.6,2399.6,47.1,3525.5,164.3,442.6,2399.9,3503.6,220.2,86.6,9.5
0.033000,452.7,36.2,2402.1,38.6,3531.9,155.0,448.4,2391.8,3503,220,87.1,9.9
0.035000,456.7,30.2,2403.1,33.0,3531.3,148.4,453.6,2385.8,3502.1,219.9,87.4,10.1
0.037000,459.4,27.0,2400.4,29.3,3523.6,151.5,457.6,2382.8,3501.1,219.7,87.5,10.1
0.039000,461.0,26.4,2394.9,27.3,3506.2,165.3,460.3,2383,3500.1,219.5,87.5,10.1
0.041000,461.9,28.5,2389.2,27.1,3481.3,185.1,462,2385.9,3499.5,219.3,87.3,10
0.043000,462.6,35.3,2385.2,29.4,3465.0,204.5,463.2,2390.3,3499.6,219.1,87,9.8
0.045000,463.9,50.5,2383.1,35.0,3468.5,219.3,464.9,2394.5,3500.8,218.8,86.5,9.7
0.047000,466.6,80.0,2381.9,43.8,3485.6,227.7,467.9,2396.7,3503.1,218.6,85.9,9.4
0.049000,471.3,129.4,2379.9,55.4,3507.4,234.6,473.2,2395.4,3506.6,218.4,85.3,9
0.051000,477.8,197.0,2375.6,67.5,3525.8,244.6,481.4,2389.4,3510.8,218.1,84.6,8.7
0.053000,486.9,267.3,2369.2,77.6,3535.6,257.6,492.8,2378.7,3515,217.9,83.9,8.5
0.055000,502.2,320.1,2363.2,85.9,3537.1,271.0,507.1,2363.5,3518.4,217.6,83.3,8.6
0.057000,524.4,346.4,2358.0,95.0,3533.3,285.3,523.7,2345.3,3519.9,217.4,82.8,9.2
0.059000,548.5,352.2,2349.4,106.4,3524.3,301.7,541.7,2325.5,3518.4,217.1,82.4,10.1
0.061000,569.3,351.1,2331.9,119.4,3509.2,316.2,559.9,2305.9,3513,216.9,82.2,11.1
0.063000,584.9,351.5,2305.4,131.0,3491.1,322.2,576.9,2288,3503.3,216.6,82.2,12.1
0.065000,596.3,355.6,2274.5,140.0,3473.2,320.2,591.7,2272.6,3489,216.4,82.2,12.8
0.067000,603.5,365.1,2248.5,147.4,3458.3,317.7,603.5,2259.5,3470.5,216.2,82.3,13.1
0.069000,607.5,379.9,2229.5,155.9,3444.6,318.4,612,2247.7,3448.9,216,82.4,13.2
0.071000,609.4,389.9,2215.3,164.0,3429.7,316.8,617.2,2235.5,3425.2,215.8,82.5,13.1
0.073000,610.5,383.6,2201.5,169.9,3410.3,307.0,619.6,2220.6,3401.2,215.6,82.5,13.1
0.075000,611.8,358.1,2186.3,175.0,3385.9,290.2,619.9,2200.4,3378.4,215.4,82.5,13.2
0.077000,614.0,324.2,2168.2,185.2,3359.5,273.6,619,2173.3,3358.3,215.2,82.4,13.3
0.079000,617.7,298.5,2145.7,210.6,3337.9,265.0,617.9,2138.2,3341.9,215,82.3,13.5
0.081000,623.0,288.4,2114.5,258.2,3325.8,264.1,617.2,2095.2,3330,214.9,82.3,13.8
0.083000,628.4,290.3,2070.0,324.5,3322.1,263.2,617.4,2046.1,3322.6,214.7,82.2,14
0.085000,631.5,298.9,2013.8,394.2,3323.9,258.1,618.6,1993.8,3319.3,214.6,82.2,14.1
0.087000,630.7,309.7,1955.1,453.3,3327.6,249.9,620.7,1942.1,3319,214.5,82.3,14.1
0.089000,626.5,317.7,1901.1,495.8,3328.0,239.0,623.1,1895.6,3320.6,214.3,82.3,14
0.091000,620.8,321.6,1855.4,533.1,3323.5,230.1,625.4,1858.6,3322.9,214.2,82.2,13.9
0.093000,617.2,325.8,1821.6,594.0,3318.2,232.0,627,1834.8,3324.8,214.1,82.1,13.8
0.095000,617.7,327.6,1797.4,706.5,3316.0,248.9,627.6,1826.6,3325.5,0,81.9,13.7
