time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.026000,651.7,111.8,1189.8,34.4,3521.1,53.9,653.7,1190.9,3525.5,282.6,86.6,17.3
0.028000,663.9,115.4,1190.6,33.7,3505.8,78.7,662.7,1191.5,3504.3,283.7,86.4,17.6
0.030000,678.6,123.7,1192.3,37.6,3482.5,105.8,676.8,1191.8,3477.5,284.6,86.2,17.9
0.032000,695.0,134.2,1195.6,46.2,3456.7,123.4,694.8,1193.1,3453.7,285.2,85.9,18
0.034000,714.3,145.8,1201.9,62.8,3435.8,134.3,715,1198.7,3438.5,285.6,85.7,18
0.036000,734.5,156.2,1213.7,93.8,3427.2,144.9,735.5,1213.6,3432.4,285.8,85.5,17.5
0.038000,753.7,161.0,1235.1,146.1,3429.0,155.9,754.9,1241.4,3430.9,285.9,85.3,16.7
0.040000,772.9,151.5,1276.6,223.1,3431.0,167.7,771.8,1282.2,3427.6,285.7,85.3,15.8
0.042000,787.0,129.5,1334.2,282.5,3422.6,179.7,785.7,1330.8,3417.7,285.5,85.3,15.2
0.044000,796.6,107.6,1387.6,290.5,3400.7,186.6,796.5,1378.1,3399.9,285,85.3,14.9
0.046000,803.9,91.8,1417.8,260.4,3373.2,183.1,804.5,1415.1,3377.3,284.4,85.4,15.4
0.048000,809.4,80.8,1430.9,227.8,3351.6,173.4,810.1,1436.8,3355.3,283.7,85.6,16.2
0.050000,813.4,72.6,1437.3,207.3,3339.5,163.5,813.5,1444,3339.3,282.9,85.7,17.3
0.052000,815.2,67.8,1441.1,202.9,3336.3,158.2,815,1443,3332.3,281.9,85.8,18.3
0.054000,815.1,64.7,1445.0,210.5,3337.4,157.4,814.8,1441.2,3334.2,280.7,86,19.1
0.056000,813.6,62.7,1449.6,225.0,3340.9,159.7,813.4,1443.7,3342.1,279.4,86.1,19.6
0.058000,811.8,61.5,1454.1,241.1,3346.2,163.8,811.4,1450.5,3351.8,278,86.3,20.1
0.060000,810.0,61.2,1457.0,259.8,3355.1,173.8,809.8,1457.8,3359.5,276.4,86.5,20.4
0.062000,808.5,63.0,1455.0,283.1,3369.7,193.7,809.2,1460.9,3362.4,274.6,86.6,20.7
