time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025000,680.4,11.0,1540.2,79.3,4246.6,213.0,672.6,1347.3,4261,219.4,69.2,10.6
0.027000,680.5,14.7,1532.4,156.6,4235.5,144.6,666.7,1333,4257,219.2,70.8,23.9
0.029000,678.3,26.2,1508.6,314.9,4225.9,112.0,657,1309.7,4250.3,218.9,72.9,25.3
0.031000,673.3,50.1,1420.7,527.5,4216.2,106.4,644,1278.3,4240.6,218.6,75.3,19.9
0.033000,657.0,93.3,1194.4,676.4,4204.0,113.0,628,1239.9,4228,218.3,77.6,12.8
0.035000,607.2,154.6,942.1,468.5,4193.9,115.5,609.9,1195.8,4212.1,218,79.8,9.1
0.037000,544.6,145.9,887.9,270.4,4188.8,116.2,590.1,1147.7,4193,217.7,81.6,8.7
0.039000,518.7,124.1,882.4,237.4,4186.1,124.3,569.4,1097.2,4170.4,217.3,83.1,8.1
0.041000,511.3,118.8,890.6,269.9,4183.4,145.5,548.6,1045.9,4144.4,216.9,84.3,7.6
0.043000,508.2,120.7,899.9,310.6,4180.7,178.2,528.2,995.6,4115,216.5,85.2,7.4
0.045000,502.0,124.8,898.6,303.5,4174.3,224.8,509.1,947.7,4082.5,216,85.8,7.8
0.047000,491.3,125.1,889.4,236.5,4148.9,318.2,491.6,903.5,4047.2,215.6,86.1,9
0.049000,478.2,113.3,878.4,150.9,4064.5,420.8,476.5,864.3,4009.5,215.1,86.3,10.9
0.051000,466.5,89.2,868.2,84.5,3953.5,410.1,463.8,830.9,3970,214.6,86.3,13
0.053000,459.2,65.3,859.9,47.5,3868.2,325.5,454.1,803.9,3929.4,214.1,86.2,14.9
0.055000,457.0,51.5,852.7,31.7,3815.2,248.3,447.2,783.6,3888.6,213.5,86.1,16.1
0.057000,459.1,48.7,844.6,27.3,3779.2,215.5,443.2,769.9,3848.4,213,86.1,16.4
0.059000,463.8,55.1,835.3,29.4,3749.9,217.2,441.9,762.4,3809.7,212.4,86,16.1
0.061000,469.5,69.7,826.6,36.4,3724.1,238.4,443.1,760.7,3773.4,211.8,85.9,15.6
0.063000,474.6,89.6,820.0,47.3,3699.9,264.5,446.4,763.9,3740.3,211.2,85.8,15.1
0.065000,476.5,106.9,815.6,58.1,3681.5,279.7,451.3,771.1,3711.2,210.6,85.7,14.8
0.067000,472.9,114.2,813.1,63.3,3677.0,279.7,457.5,781.1,3686.6,210,85.5,15
0.069000,464.8,111.5,812.2,61.8,3689.4,272.8,464.3,792.8,3667,209.4,85.4,15.4
0.071000,456.1,106.1,812.0,57.9,3711.6,267.0,471.4,805.2,3652.6,208.9,85.4,15.8
0.073000,450.8,106.9,811.3,57.2,3723.1,259.7,478.2,817.1,3643.4,208.3,85.3,16.2
0.075000,451.5,118.3,809.1,61.4,3703.6,239.0,484.4,827.7,3639.2,207.7,85.3,16.3
0.077000,457.9,136.2,805.6,67.6,3667.7,205.1,489.6,836.1,3639.6,207.1,85.3,16.1
0.079000,467.5,154.4,802.5,72.7,3640.8,178.2,493.6,841.7,3644,206.5,85.3,15.7
0.081000,477.6,175.3,800.7,79.0,3630.3,175.3,496.3,844.2,3651.6,206,85.4,15.2
0.083000,487.2,209.8,798.7,90.8,3636.4,202.4,497.5,843.5,3661.3,205.4,85.4,14.7
0.085000,496.6,265.4,794.2,109.0,3659.2,251.9,497.3,839.5,3672.3,204.9,85.4,14.5
0.087000,505.4,327.9,787.5,127.3,3692.7,298.2,495.8,832.5,3683.5,204.4,85.4,14.5
0.089000,509.8,344.3,784.8,135.9,3719.6,333.3,493.2,823.1,3693.8,203.9,85.5,14.6
0.091000,505.8,288.9,789.6,127.3,3726.2,354.5,489.7,811.7,3702.4,203.4,85.5,14.8
0.093000,498.3,216.2,793.4,105.1,3708.3,311.1,485.5,799,3708.4,202.9,85.6,15.1
0.095000,492.6,165.0,791.3,84.4,3686.2,211.0,481,785.8,3711.3,202.5,85.7,15.3
0.097000,488.6,138.8,785.3,72.2,3672.7,125.4,476.3,772.9,3710.6,202.1,85.7,15.6
0.099000,484.3,127.8,777.9,65.9,3665.3,84.1,471.7,760.8,3706.4,201.6,85.7,16
0.101000,479.7,126.2,771.5,63.7,3663.4,76.3,467.4,750.2,3698.9,201.3,85.6,16.3
0.103000,476.2,136.6,767.0,67.6,3666.5,83.0,463.5,741.7,3688.4,200.9,85.4,16.5
0.105000,473.2,161.3,763.1,77.6,3672.0,97.4,460.2,735.6,3675.7,200.5,85.1,16.4
0.107000,467.9,197.4,758.4,91.0,3673.3,112.1,457.3,732.1,3661.9,200.2,84.9,15.9
0.109000,457.3,230.3,754.9,102.6,3661.7,115.2,454.9,731.3,3648.2,199.9,84.6,15.1
0.111000,442.3,242.0,757.2,113.0,3641.3,105.6,452.8,733.1,3635.7,199.6,84.3,14.2
0.113000,428.8,242.1,765.7,132.4,3630.0,97.1,450.9,737.3,3626,199.3,84,13.3
0.115000,423.1,248.7,775.6,167.9,3637.9,103.2,448.9,743.3,3620.4,199,83.8,12.7
0.117000,425.9,256.9,779.3,196.7,3654.4,126.3,446.5,750.8,3620.3,198.8,83.6,12.3
0.119000,431.0,264.0,772.8,189.5,3665.1,162.3,443.6,759.3,3626.7,198.5,83.4,12
0.121000,429.5,267.1,763.3,153.0,3666.9,207.3,440,768.1,3640.7,198.3,83.4,11.8
0.123000,420.2,266.1,758.0,112.3,3669.9,262.6,435.3,776.6,3663,198.1,83.4,11.7
0.125000,410.6,264.8,759.4,83.3,3690.2,344.2,429.5,784.4,3693.8,197.9,83.5,11.9
0.127000,407.5,267.1,764.2,67.7,3737.9,455.7,422.5,791,3733.1,197.7,83.8,12.5
0.129000,409.5,271.1,768.4,60.1,3799.6,527.9,414.3,796.1,3780.5,197.5,84,13.3
0.131000,410.5,270.8,769.8,55.1,3841.9,513.6,404.8,799.4,3835.1,197.4,84.3,14.3
0.133000,407.6,264.2,769.1,50.1,3870.5,483.0,394.3,800.8,3895.9,197.2,84.6,15.2
0.135000,403.2,256.8,767.9,46.2,3910.5,483.7,383,800.3,3961.3,197.1,84.8,15.9
0.137000,400.8,265.2,768.0,46.6,3973.4,506.1,371.1,798.1,4029.5,197,84.9,16.3
0.139000,400.7,309.1,769.6,53.8,4050.5,516.4,358.9,794.5,4098.4,196.9,85,16.5
0.141000,398.2,396.3,771.6,66.1,4131.7,515.8,346.9,789.9,4166.1,196.8,85.1,16.7
0.143000,384.9,522.9,773.6,78.4,4226.1,511.2,335.5,784.5,4230.3,196.7,85.1,16.8
0.145000,352.8,670.6,777.1,87.0,4314.2,502.1,324.9,779,4288.8,196.6,85.1,16.8
0.147000,305.6,750.0,783.6,91.0,4373.0,536.1,315.7,773.7,4339.8,196.5,85.1,16.7
0.149000,273.9,691.8,791.6,93.4,4411.4,653.4,308.1,769,4381.4,196.4,85.2,16.5
0.151000,262.1,613.8,798.5,100.8,4434.3,805.3,302.5,765.5,4412.2,196.4,85.2,16.2
0.153000,261.0,553.4,802.1,116.5,4437.8,857.6,299.1,763.2,4431.2,196.3,85.3,16.2
0.155000,267.3,495.7,799.5,139.7,4441.2,833.7,297.9,762.4,4437.6,196.3,85.4,16.4
