time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.026000,640.4,265.0,2054.8,830.5,3348.4,520.4,662.7,1971.1,3274.8,318.6,59,-200
0.028000,647.9,265.2,1928.6,587.9,3270.1,309.6,661.6,1950.1,3271.6,317.7,62.2,-168.5
0.030000,643.6,265.7,1844.0,417.7,3230.0,222.5,659.8,1916.3,3266.7,316.8,65.9,-122
0.032000,634.5,274.1,1794.5,341.5,3214.5,216.5,657.5,1871.5,3260.2,315.8,69.6,-70.6
0.034000,625.9,300.6,1760.9,346.9,3217.4,275.7,655,1817.7,3252.9,314.8,73.2,-24.2
0.036000,631.1,362.9,1740.3,433.6,3247.0,369.2,652.3,1757.8,3245.1,313.9,76.3,7.2
0.038000,671.0,457.0,1742.1,545.4,3272.7,358.3,649.8,1694.6,3237.5,312.9,78.9,20.3
0.040000,718.3,479.1,1713.3,578.8,3248.0,259.0,647.7,1631.3,3230.7,311.9,81.2,21.7
0.042000,724.5,443.0,1645.6,575.3,3222.9,169.0,646.4,1570.8,3225.2,311,83,16.5
0.044000,704.1,389.0,1574.0,559.4,3213.9,113.5,646.2,1515.8,3221.2,310,84.5,9.7
0.046000,677.5,325.1,1508.8,548.1,3214.8,84.0,647.3,1468.8,3219.2,309.2,85.6,6.4
0.048000,653.6,260.4,1440.2,539.7,3220.5,70.5,650,1431.8,3219.1,308.3,86.4,6.7
0.050000,638.2,209.6,1376.4,507.4,3227.4,67.3,654.5,1406.2,3221,307.5,86.9,7.2
0.052000,630.5,173.8,1337.9,441.9,3232.7,70.0,661,1392.7,3224.7,306.7,87.2,7.8
0.054000,629.3,151.1,1337.6,367.0,3234.5,78.0,669.4,1391.5,3229.8,306,87.3,8.5
0.056000,634.0,143.7,1365.9,309.7,3233.9,90.3,679.8,1402.2,3236,305.4,87.2,9.2
0.058000,644.6,155.8,1405.9,279.6,3234.3,103.2,692.1,1423.7,3242.9,304.8,87,10.1
0.060000,661.5,187.6,1442.4,276.2,3239.4,111.4,706,1454.6,3250.1,304.3,86.8,11.1
0.062000,687.9,238.9,1475.3,299.7,3250.5,112.3,721.2,1493,3257.2,303.8,86.5,12.2
0.064000,725.7,302.9,1511.9,352.9,3264.3,108.3,737.4,1536.9,3263.8,303.4,86.3,13.1
0.066000,771.4,357.4,1563.9,428.3,3275.1,106.5,754,1584.2,3269.8,303.1,86.2,13.9
0.068000,814.3,376.6,1644.3,494.4,3280.9,109.6,770.5,1632.5,3274.9,302.9,86.1,14.6
0.070000,837.1,358.2,1730.3,495.4,3282.8,113.5,786.5,1679.9,3279.3,302.7,86,15.1
0.072000,842.9,326.6,1790.8,441.1,3283.2,113.6,801.3,1724.6,3282.9,302.5,86,15.5
0.074000,843.3,300.9,1820.3,377.5,3283.9,109.9,814.5,1765,3286,302.5,85.9,15.8
0.076000,843.9,288.0,1831.8,328.3,3286.7,105.0,825.6,1800.1,3288.6,302.5,85.9,16
0.078000,844.4,286.0,1837.3,293.5,3292.6,101.1,834.2,1829,3290.9,302.5,85.8,16.1
0.080000,842.9,287.8,1842.3,265.4,3299.5,99.4,840,1851.6,3293.2,302.6,85.8,15.9
0.082000,838.7,287.7,1847.8,231.3,3303.3,99.9,843,1867.8,3295.6,302.7,85.7,15.7
0.084000,830.8,285.4,1850.7,192.2,3301.4,104.5,843,1878.1,3298,302.9,85.6,15.5
0.086000,819.7,284.5,1850.8,157.8,3295.0,114.1,840.3,1883.2,3300.3,303.1,85.5,15.5
0.088000,807.4,285.8,1851.2,132.8,3289.5,126.2,834.9,1884.1,3302.5,303.3,85.4,15.5
0.090000,797.9,286.5,1854.1,118.8,3290.6,136.6,827.2,1881.9,3304.1,303.6,85.3,15.5
0.092000,792.3,285.1,1859.6,112.5,3296.7,144.8,817.7,1877.6,3304.9,303.9,85.3,15.5
0.094000,789.0,284.8,1865.9,110.6,3302.7,152.0,806.8,1872.4,3304.5,304.2,85.2,15.7
0.096000,785.7,290.8,1871.2,109.8,3305.7,157.2,795,1867.3,3302.4,304.5,85.2,16
0.098000,781.7,304.6,1875.4,108.1,3306.1,157.7,782.9,1863.2,3298.2,304.8,85.2,16.5
0.100000,777.8,322.1,1878.6,104.7,3303.6,153.2,770.8,1860.9,3291.8,305.1,85.2,17.2
0.102000,773.5,340.8,1881.2,99.8,3296.1,146.9,759.4,1860.8,3282.9,305.4,85.2,18
0.104000,767.7,360.5,1883.2,94.0,3282.4,142.8,748.8,1863,3271.6,305.8,85.3,18.7
0.106000,758.8,381.0,1885.4,89.0,3263.7,143.6,739.4,1867.7,3257.9,306.1,85.4,19.1
0.108000,747.2,403.4,1888.1,86.1,3242.4,149.0,731.2,1874.6,3242.3,306.4,85.5,19.2
0.110000,737.3,427.9,1891.0,86.4,3221.5,155.1,724.5,1883.3,3225.2,306.7,85.5,19.1
0.112000,731.8,452.0,1893.6,90.0,3199.9,159.1,719.2,1893.3,3207.4,307,85.5,18.9
0.114000,729.7,468.4,1896.2,96.2,3176.4,159.9,715.1,1903.9,3189.5,307.3,85.5,18.6
0.116000,726.6,473.2,1899.7,104.2,3151.7,157.5,712.1,1914.5,3172.5,307.5,85.5,18.3
0.118000,718.9,469.8,1905.9,114.6,3130.9,154.6,710.1,1924.2,3157.1,307.8,85.4,18
0.120000,707.5,465.8,1915.7,128.1,3123.4,157.8,708.7,1932.6,3144.2,308,85.4,17.6
0.122000,695.2,460.3,1929.7,144.7,3130.8,173.7,707.9,1939,3134.5,308.2,85.4,17.2
0.124000,684.0,445.5,1946.3,161.8,3149.0,206.0,707.5,1943,3128.4,308.4,85.4,16.9
0.126000,673.7,419.0,1963.6,177.2,3172.8,255.5,707.4,1944.4,3126.4,308.6,85.5,16.6
