time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025500,494.5,188.0,2056.7,664.9,3157.8,499.8,464.7,1991.1,3155,257.8,80,-0.3
0.027500,437.3,192.6,1908.9,550.7,3137.3,376.9,454.5,1952.9,3143.8,258.3,81.2,0.4
0.029500,420.4,180.2,1857.9,385.2,3125.9,240.9,441.8,1902.1,3127.3,258.7,82.6,1.3
0.031500,425.2,177.8,1844.7,290.5,3108.7,172.8,431.4,1853,3108.3,259,83.9,2.2
0.033500,433.3,163.6,1832.3,251.6,3093.9,155.4,427.4,1818.3,3089.5,259.1,85.1,3
0.035500,440.4,138.2,1823.2,243.6,3080.5,161.6,431.9,1804.7,3073,259.1,86,3.5
0.037500,449.7,112.9,1821.7,242.0,3064.2,168.1,444.6,1811.2,3059.7,259.1,86.7,4
0.039500,464.0,91.2,1830.6,237.0,3044.1,156.8,462.4,1830.4,3049.4,258.9,87.2,4.4
0.041500,479.9,75.9,1846.9,225.8,3029.8,128.1,481.2,1851.9,3041.2,258.8,87.5,4.9
0.043500,494.5,62.9,1861.8,205.1,3025.5,97.4,497,1866.2,3033.9,258.5,87.6,5.7
0.045500,503.9,52.2,1862.5,173.0,3027.1,76.3,507,1868.7,3026.4,258.3,87.6,6.7
0.047500,508.0,44.3,1853.4,141.0,3027.5,64.7,510.7,1860.3,3018,257.9,87.5,8
0.049500,508.6,39.3,1845.3,122.1,3020.7,60.2,509.4,1846.9,3008.2,257.6,87.4,9.3
0.051500,506.8,37.9,1842.8,123.6,3004.0,61.2,505.5,1835.7,2997.2,257.2,87.2,10.7
0.053500,504.1,38.7,1843.1,141.4,2980.8,64.5,501.8,1832,2984.8,256.8,87,12.1
0.055500,502.4,40.9,1843.4,167.9,2959.4,68.6,499.9,1837.1,2970.9,256.4,86.8,13.6
0.057500,502.4,43.8,1843.9,193.4,2943.6,72.1,500.3,1847.3,2955.3,255.9,86.7,15.2
0.059500,502.9,47.0,1845.8,218.1,2932.2,74.5,502.2,1856.3,2937.9,255.4,86.5,16.7
0.061500,502.6,49.7,1848.1,244.2,2923.5,75.1,504.2,1857.6,2919,254.8,86.4,18.1
0.063500,501.4,51.5,1846.9,276.4,2911.7,74.7,505.3,1848.1,2899.6,254.2,86.3,19
0.065500,500.9,51.8,1838.2,304.9,2895.1,74.0,505,1829.3,2881.2,253.5,86.1,19.6
0.067500,502.0,51.2,1822.4,323.3,2875.9,74.7,503.6,1807.1,2865.9,252.8,85.8,19.9
0.069500,504.5,52.7,1797.6,346.9,2853.8,80.5,502.2,1789.3,2855.7,251.9,85.4,20
0.071500,506.0,58.8,1761.7,368.9,2830.6,94.1,501.6,1782.5,2852.2,250.9,84.9,19.6
