time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.026000,693.8,14.2,2296.4,65.5,2484.7,189.6,722.4,2327.5,2534.7,0,75,4
0.028000,690.2,9.8,2304.4,67.5,2510.0,233.4,715.6,2324.6,2534.6,0,75.9,3.6
0.030000,685.1,8.0,2316.4,73.6,2534.3,289.8,703.7,2320.5,2535.8,0,76.5,3.6
0.032000,680.0,7.6,2330.2,80.3,2550.6,349.7,686.1,2316.1,2539.9,0,76.9,3.8
0.034000,674.2,8.9,2338.8,76.6,2577.7,402.1,662.4,2312.4,2548.9,0,77,4.1
0.036000,667.1,14.0,2335.7,64.0,2623.9,360.2,632.5,2310.6,2564.4,0,76.9,4.3
0.038000,654.8,30.7,2328.1,51.2,2644.2,225.5,596.8,2311.3,2587.5,0,76.7,4.2
0.040000,631.8,78.9,2323.0,43.6,2638.8,133.4,556.6,2315.1,2618.7,0,76.6,3.7
0.042000,573.4,167.9,2321.7,45.7,2634.9,101.6,513.6,2321.7,2657.1,277.6,76.8,2.9
0.044000,421.9,167.7,2327.2,61.3,2646.6,117.8,470.6,2331,2701.3,277.4,77.8,2.1
0.046000,347.7,70.9,2341.1,82.4,2688.6,188.2,430.5,2342,2748.7,277.2,79.3,1.5
0.048000,330.4,43.6,2352.1,85.2,2786.1,291.1,396.3,2353.8,2796.7,276.9,81.1,1.6
0.050000,330.7,47.3,2348.9,76.1,2870.0,329.2,370.7,2365.7,2842.1,276.6,82.9,2.4
0.052000,340.3,62.5,2347.8,76.0,2890.6,368.9,355.8,2376.8,2882.5,276.3,84.4,3.8
0.054000,358.9,83.5,2356.5,85.3,2895.1,402.4,352.6,2386.9,2915.9,275.9,85.7,5.6
0.056000,383.4,103.3,2375.0,97.1,2930.1,414.4,360.9,2396,2941.5,275.5,86.7,7.3
0.058000,414.0,118.6,2404.4,104.6,2984.2,315.8,379.3,2404.6,2959.4,275,87.4,8.7
0.060000,443.9,122.9,2435.6,99.6,2988.9,229.4,405.3,2413.4,2970.4,274.5,87.8,9.9
0.062000,470.3,115.3,2460.8,86.7,2990.6,184.4,435.9,2423.3,2976.3,274,88.1,11
0.064000,490.4,97.9,2476.8,72.6,2991.7,158.7,467.3,2435.1,2979.2,273.4,88.2,12
0.066000,501.5,79.1,2483.1,61.1,2989.8,143.6,496.1,2449.2,2981,272.8,88.2,12.8
0.068000,507.3,62.0,2482.5,51.5,2984.6,131.0,519.4,2465.5,2983.1,272.1,88.2,13.4
0.070000,510.1,51.1,2478.4,46.7,2980.0,121.4,535,2483.3,2986.3,271.4,88.1,13.6
0.072000,511.8,46.6,2474.1,48.7,2977.6,119.4,542.2,2501.3,2990.2,270.7,87.9,13.6
0.074000,512.0,48.2,2472.7,61.7,2976.2,134.2,541.1,2517.6,2993.8,270,87.6,13.5
0.076000,510.8,54.1,2478.4,88.2,2974.8,176.6,533.2,2530.2,2995.2,269.2,87.2,13.2
0.078000,508.9,61.9,2495.5,129.8,2976.8,274.4,520.4,2536.8,2992.2,268.4,86.7,12.8
0.080000,506.8,70.0,2522.3,168.6,2994.7,453.6,505.5,2535.7,2982.6,267.6,86.1,12.3
0.082000,503.8,79.6,2548.3,193.8,2984.6,844.4,491,2525.8,2964.7,266.7,85.4,11.7
0.084000,498.9,91.4,2557.2,229.6,2911.5,997.8,479.1,2506.8,2938,265.9,84.6,10.9
0.086000,494.5,103.7,2538.4,299.5,2878.6,939.7,471.3,2479.6,2902.9,265.1,83.7,10.3
0.088000,492.5,117.2,2477.1,373.1,2867.3,788.7,468.1,2446,2861.1,264.2,82.8,9.9
0.090000,491.6,129.5,2408.0,365.4,2857.4,768.0,469.4,2408.7,2815.5,263.4,81.9,9.9
0.092000,487.7,142.2,2356.0,305.0,2833.1,822.0,473.9,2371.3,2770.1,262.6,80.8,10.1
0.094000,479.2,159.9,2319.0,240.5,2791.8,831.1,480.2,2337.2,2728.9,261.8,79.8,10.4
0.096000,470.6,182.0,2299.6,213.1,2722.0,758.0,486.3,2310,2696,261,78.6,10.6
0.098000,467.5,202.0,2287.9,227.2,2630.4,608.8,490.7,2292.4,2674.8,260.3,77.3,10.4
0.100000,472.4,203.7,2272.4,274.4,2566.4,445.1,492.3,2286.3,2667.4,259.6,75.9,9.5
