time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025000,676.0,922.4,2285.2,120.7,3434.3,172.3,715.8,2284.4,3390.1,166.7,85.1,18.2
0.027000,696.5,906.1,2279.3,134.4,3428.1,164.5,721.8,2281.9,3391.5,166.8,85,17.9
0.029000,719.3,887.4,2271.4,149.1,3425.0,163.9,731.5,2277.8,3393.7,166.9,84.8,17.7
0.031000,743.9,868.5,2263.1,162.8,3419.7,168.2,744.6,2272.1,3396.6,167,84.7,17.5
0.033000,768.8,849.2,2256.3,173.0,3411.3,176.1,760.6,2264.9,3399.8,167.1,84.7,17.5
0.035000,794.4,833.9,2252.2,178.8,3400.9,186.5,778.7,2256.2,3403.1,167.3,84.7,17.6
0.037000,818.2,829.7,2250.0,181.5,3389.8,196.7,798.4,2246.1,3406.2,167.4,84.7,17.8
0.039000,839.6,840.5,2246.9,184.4,3378.4,204.6,818.7,2234.8,3408.7,167.5,84.9,18.1
0.041000,858.3,869.6,2240.2,190.0,3370.0,206.9,839.1,2222.3,3410.3,167.6,85,18.5
0.043000,873.4,912.4,2227.6,198.3,3367.8,201.2,858.6,2208.9,3410.6,167.8,85.2,18.8
0.045000,886.3,967.0,2207.5,206.8,3371.4,187.5,876.7,2194.7,3409.5,167.9,85.3,18.9
0.047000,902.7,1029.4,2184.3,210.3,3377.0,170.8,892.6,2179.9,3406.7,168,85.5,19
0.049000,926.4,1091.0,2161.4,207.2,3381.4,157.3,905.8,2164.6,3402.2,168.2,85.6,19.1
0.051000,949.6,1130.5,2140.6,198.6,3383.0,150.9,916,2149.2,3395.8,168.3,85.7,19.1
0.053000,958.4,1130.4,2121.7,186.4,3381.2,152.7,922.9,2133.9,3387.7,168.4,85.7,19.2
0.055000,948.0,1089.3,2104.9,172.4,3376.4,162.4,926.5,2118.9,3378,168.5,85.7,19.3
0.057000,924.0,1023.2,2092.0,159.3,3370.4,177.9,926.7,2104.4,3367,168.7,85.6,19.5
0.059000,889.5,934.2,2081.5,146.4,3364.4,198.2,923.8,2090.8,3355,168.8,85.5,19.7
0.061000,854.8,821.6,2071.4,131.7,3356.8,222.1,918.2,2078.1,3342.5,168.9,85.3,19.9
0.063000,832.1,706.7,2061.7,115.2,3345.2,246.1,910.4,2066.7,3330,169.1,85.1,20.1
0.065000,823.5,612.8,2053.4,99.7,3330.4,265.7,901,2056.7,3317.9,169.2,84.9,20.2
0.067000,826.0,559.8,2048.0,90.0,3317.1,279.3,890.7,2048.2,3306.8,169.3,84.7,20.3
0.069000,835.7,547.1,2045.4,86.0,3306.7,288.1,880.2,2041.4,3297.3,169.5,84.6,20.4
0.071000,850.9,572.9,2045.3,86.2,3300.7,286.4,870.3,2036.2,3289.8,169.6,84.4,20.5
0.073000,871.7,625.5,2046.8,88.1,3300.5,267.9,861.7,2032.8,3284.9,169.7,84.4,20.6
0.075000,895.0,669.4,2048.1,89.1,3305.3,239.8,855.1,2031,3282.9,169.9,84.3,20.7
0.077000,908.7,661.0,2047.3,88.1,3312.8,219.1,851.1,2030.8,3284,170,84.3,21
0.079000,911.6,606.2,2044.1,86.6,3320.0,210.0,850.2,2031.9,3288.6,170.2,84.2,21.2
0.081000,910.7,537.8,2039.8,86.6,3321.7,211.8,852.6,2034.2,3296.7,170.4,84.2,21.4
0.083000,911.4,481.6,2035.9,89.5,3315.9,221.2,858.7,2037.4,3308.1,170.5,84.1,21.5
0.085000,915.8,447.7,2034.0,97.1,3308.1,232.9,868.5,2041.2,3322.7,170.7,84.1,21.5
0.087000,924.5,439.8,2035.4,108.8,3309.9,241.0,881.8,2045.4,3340.3,170.9,84,21.4
0.089000,936.7,450.1,2039.6,122.4,3326.4,246.1,898.4,2049.4,3360.2,171.1,83.9,21.2
0.091000,950.1,469.7,2044.7,134.6,3353.5,252.4,917.8,2053.1,3382.1,171.3,83.9,21
0.093000,962.4,494.2,2048.8,145.2,3384.6,264.0,939.5,2056,3405.3,171.6,83.9,20.8
0.095000,973.0,522.9,2051.3,157.7,3415.1,285.3,962.9,2057.9,3429.1,171.8,83.9,20.5
0.097000,981.6,554.1,2052.3,174.9,3440.9,317.6,987.1,2058.4,3452.8,172.1,84,20.2
