time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025000,715.4,58.8,1217.0,52.1,3431.4,143.4,727.2,1218.1,3414.8,245,85.6,14.4
0.027000,720.7,61.9,1224.0,34.3,3421.1,124.9,726.6,1222.5,3416.1,245.3,85.5,14.6
0.029000,726.8,72.4,1230.4,25.9,3413.0,120.3,726.3,1228.9,3417,245.5,85.5,14.2
0.031000,733.4,90.1,1236.1,22.3,3405.4,128.8,727.3,1235.7,3415.9,245.7,85.5,13.5
0.033000,740.4,114.6,1240.9,21.8,3397.8,150.5,730.6,1241.8,3411.8,245.9,85.4,12.9
0.035000,747.8,146.9,1244.8,24.0,3392.2,181.9,736.9,1246.4,3403.9,246.1,85.4,12.6
0.037000,755.1,182.8,1247.8,28.7,3388.5,212.2,746.3,1249.1,3392.8,246.2,85.2,12.8
0.039000,761.8,212.5,1250.1,35.8,3384.8,232.8,758.4,1250.6,3380.3,246.4,84.9,13.2
0.041000,768.2,231.5,1252.6,46.6,3381.9,246.2,772.4,1252.4,3368.9,246.5,84.5,13.7
0.043000,775.7,247.7,1256.7,65.7,3381.0,258.8,786.8,1256.1,3361.7,246.6,84.1,14.2
0.045000,785.5,270.0,1264.2,101.5,3375.3,276.0,800.5,1263.8,3361.7,246.7,83.7,14.5
0.047000,798.8,296.4,1277.0,164.5,3364.8,302.2,812.1,1276.9,3370.8,246.9,83.2,14.6
0.049000,816.1,316.0,1296.2,260.2,3369.1,334.6,821.1,1296.2,3389.6,246.9,82.9,14.6
0.051000,834.0,315.1,1322.5,380.6,3403.3,354.8,827.2,1321.6,3417,247,82.6,14.5
0.053000,845.2,292.4,1356.4,502.7,3453.3,327.2,830.7,1352,3450.1,247.1,82.5,14.4
0.055000,846.8,261.1,1392.0,604.3,3491.1,268.7,832,1385.6,3485.1,247.2,82.4,14.5
0.057000,841.9,233.4,1419.6,680.6,3517.7,227.5,831.9,1420.6,3517.6,247.2,82.4,14.9
0.059000,834.7,212.8,1441.1,739.0,3539.8,214.1,830.7,1454.8,3543.4,247.2,82.4,15.4
0.061000,826.5,197.2,1470.6,776.8,3557.2,224.5,828.5,1486.8,3559.6,247.2,82.3,16
0.063000,817.1,185.0,1512.3,783.7,3568.8,255.0,824.8,1515.8,3564.4,247.2,82.1,16.4
0.065000,806.1,176.1,1557.6,757.2,3571.7,308.9,818.9,1541.9,3558.2,247.2,81.9,16.6
0.067000,794.8,173.1,1587.9,703.3,3556.2,380.9,809.6,1565.7,3542.8,247.2,81.6,16.4
0.069000,783.1,178.0,1600.4,635.3,3517.8,437.7,796.2,1588.2,3520.9,247.2,81.2,16.1
0.071000,772.2,192.6,1605.4,574.9,3479.2,447.0,778.3,1610.3,3495.9,247.1,80.6,15.6
0.073000,761.1,219.3,1613.7,527.7,3454.5,434.4,756.2,1632.6,3471.2,247,80,15
0.075000,748.2,256.7,1632.3,489.3,3442.6,422.8,731.2,1654.9,3449,246.9,79.3,14.2
0.077000,731.9,300.5,1667.1,450.0,3437.2,423.2,705.4,1676.4,3431.1,246.8,78.5,13.1
0.079000,711.6,357.4,1712.5,404.7,3434.0,443.0,681.2,1695.8,3417.9,246.7,77.7,11.7
0.081000,687.2,467.9,1743.5,368.2,3429.7,492.0,661.5,1711.3,3409.2,246.5,76.8,10.2
0.083000,653.5,707.7,1736.8,368.1,3415.1,592.8,648.6,1721.4,3404.4,246.3,75.9,8.8
0.085000,567.9,1150.6,1689.6,401.2,3370.6,755.1,644.1,1724.9,3402.9,246.1,75,7.8
