time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025500,344.0,401.3,2225.1,141.0,3056.2,535.3,345.1,2211.3,3041,274.8,80,4
0.027500,343.6,160.1,2220.6,120.8,3051.4,413.8,341.7,2218.2,3059.5,275.2,81.5,4.4
0.029500,336.1,79.1,2219.4,121.5,3071.5,350.0,337.4,2230.4,3087,275.4,83,5.1
0.031500,333.3,52.3,2230.5,148.8,3112.5,304.0,333.9,2248.5,3119.5,275.5,84.4,6
0.033500,334.2,46.8,2262.9,206.4,3160.9,252.8,333.1,2272.6,3152.3,275.5,85.6,6.9
0.035500,338.0,51.7,2316.3,239.5,3195.0,197.7,336.4,2301.8,3181.3,275.4,86.5,7.6
0.037500,344.8,63.5,2353.3,194.8,3209.5,167.6,344.4,2334.2,3203.6,275.3,87.1,8.1
0.039500,354.9,78.5,2370.8,146.8,3213.9,171.2,357.1,2367,3218.1,275.1,87.5,8.5
0.041500,371.1,94.8,2390.5,114.9,3216.3,183.4,373.6,2397.1,3225,274.9,87.6,8.9
0.043500,392.6,108.1,2412.3,92.3,3218.1,176.7,392.6,2421.8,3226.2,274.7,87.5,9.3
0.045500,415.2,113.8,2432.8,76.3,3222.2,145.3,412.3,2439.5,3224.4,274.4,87.3,9.8
0.047500,434.1,111.8,2449.1,66.7,3226.4,109.2,431.3,2450,3222.2,274.1,87.1,10.5
0.049500,448.3,104.9,2458.5,61.8,3228.3,82.7,448.4,2454.4,3221.6,273.9,86.8,11.2
0.051500,460.7,95.0,2460.4,57.7,3229.2,64.7,463,2454.6,3223.8,273.5,86.6,12
0.053500,472.4,83.9,2457.0,51.8,3230.6,52.4,474.9,2453,3228.7,273.2,86.3,12.8
0.055500,483.5,73.1,2452.4,44.8,3233.1,43.5,484.4,2451.3,3235.1,272.9,86.2,13.4
0.057500,493.3,63.4,2448.6,39.2,3236.7,37.4,491.9,2450.7,3241.3,272.6,86.1,14
0.059500,500.2,55.7,2446.6,38.1,3240.5,35.9,497.8,2450.9,3245.2,272.2,86,14.6
0.061500,503.8,50.5,2446.9,43.1,3242.3,39.8,502.5,2451.2,3245.4,271.9,86,15.1
0.063500,506.0,45.9,2448.6,53.8,3240.7,48.3,506.3,2450.4,3241.2,271.5,86,15.5
0.065500,508.2,41.9,2449.6,66.8,3234.5,58.2,509.4,2447.8,3232.8,271.1,86.1,15.9
0.067500,510.6,37.7,2447.2,77.7,3225.7,65.9,511.8,2443.1,3221.5,270.6,86.2,16.2
0.069500,512.7,33.7,2441.7,85.9,3217.2,72.9,513.6,2437.1,3209.3,270.1,86.3,16.6
0.071500,514.5,30.7,2435.5,96.0,3207.8,85.0,514.8,2431,3198.4,269.6,86.4,16.9
0.073500,515.9,28.9,2428.2,116.0,3193.4,109.2,515.5,2426.6,3190.9,269,86.4,17
0.075500,517.0,27.6,2414.6,152.7,3169.7,148.7,515.7,2424.9,3188.2,268.3,86.4,16.9
