time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.026000,562.8,166.5,2848.3,181.3,3377.5,327.9,571.5,2853.2,3375.8,231.5,73.4,4.4
0.028000,568.6,175.4,2828.3,169.0,3347.4,383.7,579.5,2832.5,3349.8,231.3,73.2,3.8
0.030000,590.2,218.8,2807.4,166.6,3310.4,427.2,586.9,2802.6,3313.2,230.9,73.3,3.2
0.032000,612.7,262.3,2778.5,158.6,3276.5,423.5,587.3,2769.1,3274.1,230.4,74,2.6
0.034000,597.0,245.6,2740.7,135.8,3243.0,369.5,576.2,2737.4,3239.4,229.7,75.3,2.3
0.036000,541.2,158.8,2707.3,104.3,3213.4,279.3,552.7,2710.9,3213.6,229,77,2.1
0.038000,496.5,81.5,2686.5,79.2,3195.8,207.3,520.2,2691,3197,228.2,78.9,2.1
0.040000,470.9,42.1,2673.4,65.4,3185.3,166.4,485.4,2676.7,3187,227.3,80.7,2.2
0.042000,457.4,27.3,2664.6,62.0,3178.0,145.9,455.7,2665.6,3178.9,226.4,82.3,2.4
0.044000,448.4,21.0,2656.0,66.5,3168.2,132.0,436.5,2655.2,3168.2,225.5,83.7,3
0.046000,442.4,18.1,2645.0,77.8,3152.9,122.2,429.3,2643.6,3152.6,224.5,84.9,4
0.048000,438.6,16.8,2631.2,91.8,3133.3,118.2,431.5,2630.3,3132.4,223.5,85.8,5.3
0.050000,435.6,16.1,2616.8,104.1,3111.2,121.1,437.7,2615.7,3110.1,222.5,86.5,6.8
0.052000,433.1,15.7,2604.5,113.8,3091.0,128.0,441.9,2600.3,3088.9,221.5,86.9,8.3
0.054000,430.1,15.8,2588.6,122.9,3071.8,132.3,440.2,2584.3,3071.5,220.5,87,9.4
0.056000,426.8,16.7,2564.8,128.1,3055.3,128.5,432.3,2567.1,3058.7,219.5,87,10.3
0.058000,424.0,18.8,2538.1,128.1,3045.1,120.1,421.4,2547.2,3049.1,218.4,86.7,11
0.060000,422.1,23.3,2512.9,127.4,3039.6,113.2,412.7,2523.1,3040.1,217.4,86.3,11.6
0.062000,421.2,31.9,2492.7,129.4,3033.4,112.1,411,2494.3,3029.1,216.4,85.8,11.9
0.064000,420.7,49.8,2471.7,136.4,3020.0,118.9,418.6,2462.1,3014.7,215.4,85.3,12
0.066000,423.5,84.4,2445.7,153.5,2998.0,138.9,433.7,2429.5,2998.1,214.3,84.8,11.5
0.068000,438.2,132.3,2412.8,187.7,2974.9,180.1,451.6,2401.1,2982,213.2,84.4,10.6
0.070000,464.1,170.8,2376.6,237.0,2964.4,258.2,465.8,2381.7,2970.2,212.1,84.2,9.5
0.072000,484.4,184.2,2356.8,273.3,2973.9,349.6,471.2,2374.8,2965.9,211,84.2,8.6
