time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025500,651.7,101.5,1701.8,130.8,3503.3,452.4,655.1,1710.1,3430.7,217.5,79.5,7.5
0.027500,643.8,70.9,1706.4,86.3,3418.1,272.2,650.1,1712.1,3423.3,217.2,81.2,7.4
0.029500,639.0,57.8,1713.3,66.3,3386.6,188.3,642.7,1715.3,3411.7,216.8,82.5,7.3
0.031500,635.5,54.2,1720.9,58.6,3374.3,147.3,634,1719.5,3397.2,216.5,83.5,7.1
0.033500,631.8,55.3,1728.6,55.5,3364.9,126.9,625.6,1724.3,3381.1,216.1,84.2,7
0.035500,627.5,59.5,1734.8,54.4,3353.0,122.6,618.7,1729.4,3364.9,215.6,84.7,7
0.037500,622.2,68.6,1739.9,56.4,3337.0,129.6,614.7,1734,3350,215.2,85,7.4
0.039500,617.8,84.0,1743.5,63.8,3322.4,144.7,614.5,1737.9,3337.7,214.7,85.1,8.1
0.041500,616.7,104.4,1746.2,78.7,3317.4,162.7,618.5,1740.4,3328.9,214.3,85.1,9.2
0.043500,621.8,123.1,1747.7,102.9,3327.7,173.7,626.7,1741,3323.8,213.8,85,10.4
0.045500,632.1,131.4,1745.4,133.7,3343.4,171.6,638.4,1739.5,3322.4,213.2,84.9,11.5
0.047500,647.2,132.8,1735.9,172.6,3352.9,163.7,652.9,1735.6,3324.2,212.7,84.8,12.2
0.049500,665.3,133.8,1719.5,213.9,3353.5,160.1,668.8,1729.3,3328.3,212.2,84.6,12.6
0.051500,684.7,135.8,1701.1,248.1,3347.8,165.4,685.2,1721.1,3333.5,211.7,84.5,12.6
0.053500,702.7,137.2,1688.2,265.3,3337.8,181.1,700.9,1711.3,3338.7,211.1,84.4,12.5
0.055500,716.9,139.4,1686.2,268.3,3328.9,200.8,715.2,1700.7,3342.7,210.6,84.3,12.4
0.057500,729.5,147.0,1692.0,268.7,3327.8,209.0,727.6,1690.2,3344.6,210,84.3,12.3
0.059500,741.8,159.2,1696.9,261.6,3331.3,195.8,738.1,1680.6,3343.7,209.5,84.3,12.3
0.061500,751.1,167.1,1693.0,238.6,3329.7,178.6,746.8,1672.7,3339.8,209,84.3,12.3
0.063500,757.7,168.5,1684.7,208.8,3323.5,169.8,754.2,1667.1,3333.2,208.5,84.3,12.3
0.065500,762.0,164.8,1677.9,187.2,3315.8,171.0,760.8,1664.1,3324.5,208,84.2,12.4
0.067500,765.1,156.8,1671.9,176.7,3308.4,178.2,767.1,1663.7,3314.7,207.5,84.1,12.6
0.069500,768.7,145.8,1665.5,175.9,3303.9,185.4,773.3,1665.5,3304.9,207.1,84.1,13
0.071500,774.3,137.6,1660.5,181.6,3304.3,191.3,779.3,1668.8,3296.3,206.6,84,13.6
0.073500,781.8,137.0,1658.5,190.9,3307.9,203.7,784.9,1672.7,3290.3,206.2,84,14.3
0.075500,788.7,145.0,1659.4,203.4,3312.4,224.9,789.4,1675.9,3287.7,205.8,84.1,14.8
0.077500,793.7,159.1,1660.8,224.4,3315.0,252.2,792.3,1677.5,3289.4,205.5,84.1,15.1
0.079500,795.1,173.5,1662.0,256.8,3311.7,279.5,792.8,1676.6,3295.6,205.1,84.1,15.1
0.081500,792.4,183.7,1662.9,300.9,3303.1,304.9,790.4,1672.4,3306.3,204.8,84,14.9
0.083500,785.4,187.4,1663.9,351.3,3296.7,324.8,784.8,1664.9,3321,204.5,83.9,14.6
0.085500,775.5,187.6,1665.1,393.7,3304.0,337.7,776.2,1654.1,3338.7,204.2,83.7,14.1
0.087500,764.0,191.8,1665.2,428.5,3329.0,346.7,765.1,1640.9,3358.3,203.9,83.4,13.6
0.089500,752.5,207.7,1659.4,470.6,3366.9,351.1,752.4,1626.3,3378.4,203.7,83,12.9
0.091500,742.9,239.5,1643.3,531.4,3402.4,351.8,739.4,1611.5,3397.4,203.4,82.5,12.1
0.093500,733.8,294.3,1617.5,624.9,3427.6,362.5,727.3,1598.1,3413.9,203.2,81.9,11.2
0.095500,724.4,376.5,1591.0,767.9,3440.0,401.8,717.5,1587.3,3426.8,203,81.2,10.4
0.097500,712.2,509.8,1563.4,1037.1,3443.7,494.7,711.2,1580.4,3434.9,202.9,80.4,9.9
0.099500,692.7,716.3,1516.8,1527.7,3443.2,664.7,709,1578,3437.7,202.7,79.7,10.1
