time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.026000,867.6,115.1,2379.9,59.2,2687.2,17.7,914.8,2385.2,2748.7,265.7,71.5,2.5
0.028000,864.3,129.8,2381.3,69.6,2693.0,22.1,867.1,2375.7,2726.6,265.2,70.6,2
0.030000,854.5,162.9,2372.0,86.1,2700.2,32.3,793.5,2362.4,2696.1,264.7,69.7,1
0.032000,790.5,243.7,2356.7,116.7,2710.1,53.7,701.6,2349,2665.9,264.1,69.1,-0.3
0.034000,600.8,346.9,2339.5,169.3,2720.5,82.0,601.1,2339.4,2645.3,263.5,68.8,-1.4
0.036000,416.6,262.1,2330.0,244.5,2728.8,92.8,501.7,2337.4,2643.3,262.8,69.3,-2.2
0.038000,350.5,145.0,2334.1,431.3,2719.2,95.5,412.8,2346,2666.5,262.1,70.7,-2.4
0.040000,318.7,85.5,2344.0,796.7,2692.0,88.1,341.6,2366.7,2717.6,261.3,73,-2
0.042000,301.1,53.1,2367.8,1068.2,2663.3,89.4,293,2399.2,2795.3,260.5,75.6,-1.3
0.044000,293.1,36.8,2445.9,1345.4,2619.2,104.5,268.7,2441.5,2894,259.7,78.2,-0.4
0.046000,295.4,40.0,2570.7,94.7,3051.6,2219.6,267.5,2490.1,3004.7,258.9,80.5,0.7
0.048000,306.9,60.0,2560.0,78.8,3323.8,1056.5,285.8,2540.4,3116.4,258.1,82.6,1.8
0.050000,331.9,92.1,2581.5,68.1,3256.3,841.5,318,2587.4,3218,257.2,84.2,3.1
0.052000,371.4,108.6,2610.3,54.0,3409.9,630.6,357.9,2626.5,3299.7,256.3,85.5,4.6
0.054000,405.8,94.4,2631.3,42.4,3341.2,335.1,399.2,2654.2,3355.2,255.4,86.5,6.1
0.056000,430.4,72.7,2645.4,38.1,3325.0,223.1,436.7,2668.4,3382,254.5,87.2,7.6
0.058000,447.7,56.6,2653.8,43.3,3319.1,178.7,466.7,2668.6,3382,253.6,87.7,8.9
0.060000,463.6,44.4,2657.5,61.9,3315.9,169.9,487.1,2656.2,3361.1,252.7,87.9,10.1
0.062000,477.6,35.5,2650.1,99.1,3309.0,183.5,498,2633.9,3327.9,251.8,88,11.4
0.064000,488.0,29.3,2623.1,139.4,3293.2,197.2,500.8,2605.5,3292,250.9,88.1,12.4
0.066000,495.2,24.6,2582.8,149.9,3275.6,197.8,498,2575,3262.7,250,88.1,13.3
0.068000,499.2,20.8,2550.1,129.9,3266.8,200.8,492.5,2546.1,3246.6,249.1,88.1,13.8
0.070000,501.2,17.0,2523.6,100.1,3272.2,210.2,487,2521.7,3247.4,248.1,88.1,13.9
0.072000,501.5,13.9,2505.5,74.2,3297.5,196.5,483.6,2503.6,3264.5,247.2,88.1,13.8
0.074000,500.7,11.2,2492.4,54.9,3326.8,142.8,483.3,2492.2,3293.6,246.3,88.1,13.6
0.076000,499.4,9.2,2482.7,44.8,3338.7,94.3,486.4,2486.9,3327.3,245.4,88,13.4
0.078000,498.2,7.8,2475.7,43.8,3336.6,72.1,492,2485.9,3357.1,244.5,88,13.4
0.080000,497.4,7.2,2470.7,52.1,3325.1,68.3,498.7,2487,3374.3,243.5,87.8,13.4
0.082000,496.9,7.5,2470.6,69.4,3309.3,79.6,505,2488.2,3372.4,242.6,87.5,13.5
0.084000,496.2,8.9,2478.7,85.4,3297.4,104.8,509.6,2487.7,3348,241.7,87.1,13.4
0.086000,495.1,11.6,2492.3,91.1,3295.9,150.8,511.6,2484.4,3301.6,240.8,86.6,13.2
0.088000,493.5,16.3,2501.5,91.2,3314.2,218.5,510.8,2478.4,3237.9,239.9,85.9,12.5
0.090000,491.5,24.1,2503.6,95.0,3368.4,285.5,507.7,2470.3,3164.9,239,85.2,11.3
0.092000,492.1,35.8,2495.3,107.4,3035.0,1885.4,503.3,2461.4,3092.6,238.2,84.4,9.9
0.094000,498.7,49.7,2471.2,126.2,2917.0,1567.7,498.8,2453.5,3031.5,237.3,83.8,8.5
0.096000,511.9,63.4,2428.3,130.7,2941.0,1398.5,495.6,2448,2990.7,236.5,83.3,7.6
0.098000,527.1,73.7,2390.0,109.1,3032.2,1490.6,494.4,2446,2976.4,235.7,83.2,7.8
