time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025500,381.9,198.7,1427.8,513.5,2475.6,286.4,378.2,1387,2492.7,176,62,6.3
0.027500,373.8,115.5,1342.8,308.2,2486.6,223.2,377,1367.5,2495.5,175.7,63.9,6.4
0.029500,373.0,76.4,1318.2,201.8,2507.0,175.8,375,1341.8,2499.6,175.3,65.6,7.5
0.031500,372.3,55.3,1313.9,152.9,2520.2,137.9,372,1317.8,2504.6,174.8,67.1,9.2
0.033500,369.1,41.0,1311.9,131.0,2525.1,114.5,368.2,1303,2509.8,174.3,68.4,11
0.035500,363.8,29.9,1309.0,125.8,2524.4,101.5,363.5,1302.6,2514.9,173.7,69.6,12.5
0.037500,358.5,23.4,1311.0,143.0,2520.3,98.2,358.4,1317.7,2519.4,173.1,70.5,13.4
0.039500,353.7,20.6,1332.0,186.2,2514.3,104.1,353.2,1345.6,2523.3,172.5,71.2,13.4
0.041500,348.8,18.8,1381.1,226.7,2511.1,110.4,348.2,1380.7,2526.5,171.8,71.7,12.9
0.043500,343.9,17.0,1432.1,226.2,2515.2,106.7,344,1417.2,2529.2,171.2,72.1,12
0.045500,339.7,16.0,1466.9,211.8,2525.3,97.5,340.7,1450.6,2531.5,170.5,72.3,11.3
0.047500,337.2,16.4,1486.9,222.0,2536.3,91.7,338.3,1479.7,2533.2,169.8,72.5,11
0.049500,336.2,18.2,1503.5,274.3,2543.2,93.0,336.8,1507.4,2534,169.2,72.5,11.3
0.051500,336.3,20.9,1528.0,376.3,2544.8,104.4,335.7,1539.5,2533.7,168.5,72.4,11.9
0.053500,336.4,23.8,1568.2,504.0,2543.1,128.5,334.7,1582.8,2531.7,167.9,72.1,12.7
0.055500,335.0,27.1,1630.1,615.2,2538.6,171.0,333.7,1642.9,2527.7,167.3,71.8,13.4
0.057500,332.3,31.0,1709.8,672.6,2524.9,233.2,332.6,1721.4,2521.6,166.7,71.5,13.8
0.059500,330.2,35.8,1817.3,705.9,2498.0,289.2,331.4,1815,2513.4,166.1,71,14
0.061500,329.5,39.9,1945.4,709.8,2481.1,322.5,330.6,1915.6,2503.4,165.6,70.6,14
0.063500,330.1,40.7,2051.2,648.6,2478.8,334.1,330.7,2012.1,2492.3,165,70.1,13.8
0.065500,331.9,38.2,2104.3,547.2,2477.8,314.0,331.9,2092.7,2480.9,164.5,69.6,13.5
0.067500,335.2,35.6,2119.3,480.3,2474.7,286.9,334.5,2148.5,2469.9,164.1,69.1,13.1
0.069500,339.7,36.4,2136.9,424.7,2473.8,271.3,338.5,2175.6,2460,163.6,68.4,12.4
0.071500,344.5,42.0,2159.2,341.9,2474.2,250.8,343.3,2176.4,2451.7,163.2,67.7,11.5
0.073500,347.9,50.4,2164.6,282.9,2465.9,219.9,348.3,2158.6,2445.2,162.7,66.9,10.5
0.075500,350.4,63.9,2152.3,275.6,2447.2,198.5,352.7,2133.6,2440.7,162.3,66.1,9.4
0.077500,354.3,92.4,2125.7,317.1,2427.2,196.9,355.8,2112.8,2438,161.9,65.3,8.4
0.079500,359.3,158.9,2101.3,408.9,2406.7,243.1,356.8,2104.8,2437.1,161.5,64.6,7.4
