time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025000,526.0,165.3,963.3,143.4,1457.5,3205.7,517.2,938.4,1479.1,159.9,55.6,5.7
0.027000,508.2,121.4,935.4,117.8,1554.6,2433.8,512.1,934,1517.8,159.5,58.4,19.4
0.029000,499.0,85.9,917.7,93.7,1565.4,1952.7,504.7,927.2,1575.8,159,60.8,21.9
0.031000,492.7,60.8,905.7,78.6,1619.1,1591.6,496.2,918.8,1644.8,158.5,63,17.9
0.033000,487.5,43.6,896.4,69.0,1720.8,1297.8,488.1,910,1715.9,157.9,64.8,11.9
0.035000,483.5,34.2,892.3,63.7,1806.5,1030.0,481.4,902,1781.5,157.4,66.3,8.8
0.037000,480.3,29.7,894.8,60.1,1850.9,825.9,476.7,895.9,1836.7,156.8,67.5,8.1
0.039000,476.8,28.1,900.7,55.5,1874.7,700.5,473.7,893,1880,156.1,68.3,6.8
0.041000,472.5,28.6,905.4,50.2,1895.5,641.7,471.8,894,1913.4,155.5,68.8,5.3
0.043000,467.3,30.8,908.6,45.2,1925.0,630.7,469.8,899.2,1941.1,154.9,69.1,4.1
0.045000,462.8,35.3,912.9,42.9,1966.0,656.3,466.8,908.5,1968.5,154.3,69.1,3.7
0.047000,459.2,42.5,921.4,44.6,2013.1,683.5,462,921.1,1999.8,153.7,69,4.3
0.049000,455.3,50.8,934.0,49.8,2052.6,683.9,455.2,935.9,2037.1,153,68.7,5.6
0.051000,450.7,57.7,947.3,57.1,2079.7,671.9,447,951.4,2079.4,152.4,68.4,7.2
0.053000,443.6,65.3,960.8,67.0,2108.8,669.2,438.3,966.1,2123,151.9,68.2,8.7
0.055000,433.0,77.0,972.9,77.2,2149.9,687.9,430.7,978.9,2161.8,151.3,68,9.6
0.057000,422.1,95.2,982.9,83.1,2201.2,720.3,425.5,988.8,2189.6,150.7,67.9,9.8
0.059000,417.2,122.9,991.6,84.5,2223.9,741.3,423.6,996,2201.1,150.2,68,9.6
0.061000,421.1,155.4,1001.0,86.0,2192.3,810.2,425.2,1000.9,2193.8,149.7,68.2,9.2
0.063000,431.8,178.9,1011.7,88.5,2150.6,883.1,429.9,1004.8,2168.7,149.2,68.4,8.8
0.065000,442.6,182.9,1020.9,89.9,2121.4,845.9,436,1009.3,2130.3,148.8,68.7,8.7
0.067000,447.3,180.1,1027.1,91.1,2085.2,712.6,441.9,1015.9,2085.7,148.4,69,8.9
0.069000,444.8,180.2,1032.0,95.3,2041.0,572.9,445.6,1026.1,2043.1,148,69.1,9.3
0.071000,439.9,182.1,1038.8,104.2,2013.7,476.0,445.4,1040.5,2010.1,147.6,69.3,9.7
0.073000,435.9,182.9,1050.0,119.7,2004.7,415.1,440.7,1059,1991.6,147.2,69.3,10.1
0.075000,430.8,181.7,1066.1,138.5,2003.3,390.5,431.8,1080.4,1989.2,146.9,69.2,10.2
0.077000,422.1,177.7,1089.7,148.6,2001.5,393.7,419.9,1103,2000.7,146.6,69,10
0.079000,411.4,173.2,1118.8,136.9,2004.0,412.4,406.9,1124.3,2020.7,146.3,68.8,9.6
0.081000,401.3,177.0,1142.5,113.0,2015.6,438.6,395.4,1141.7,2042.4,146,68.4,9.1
0.083000,389.9,197.1,1160.0,91.8,2045.2,474.7,387.4,1153.2,2058.7,145.7,68,8.6
0.085000,374.8,228.2,1172.9,79.9,2102.3,486.5,384.5,1157.3,2064.7,145.4,67.7,8.3
