time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.026000,332.1,85.4,2564.7,134.6,4012.0,158.8,332.7,2564.3,4027.3,155.8,68.1,17.7
0.028000,332.2,86.2,2578.1,118.6,4012.2,149.2,331.8,2561.5,4016.1,155.5,68.3,17.5
0.030000,330.7,79.6,2577.4,102.6,4007.8,140.8,330.3,2557,3998.5,155.2,68.5,16.6
0.032000,328.5,69.4,2562.2,87.7,3997.9,138.9,328.3,2551.1,3975.6,154.9,68.6,15.3
0.034000,326.3,60.0,2539.9,77.4,3980.3,151.3,326,2544.1,3948.9,154.6,68.6,13.8
0.036000,323.9,54.9,2519.8,76.5,3949.5,188.0,323.3,2536.5,3920.2,154.2,68.6,12.6
0.038000,320.9,53.8,2503.3,84.7,3897.2,245.6,320.5,2528.5,3891.3,153.9,68.6,11.8
0.040000,317.6,55.5,2492.4,97.6,3832.3,276.7,317.7,2520.8,3864,153.5,68.5,11.7
0.042000,314.6,57.8,2491.2,108.9,3790.4,255.7,314.9,2513.7,3839.7,153.2,68.4,11.9
0.044000,311.3,58.6,2498.6,115.3,3771.4,217.2,312.2,2507.7,3819.5,152.8,68.3,12.4
0.046000,308.4,57.2,2507.8,115.0,3766.8,186.1,309.8,2503.2,3804.1,152.5,68.4,13
0.048000,306.1,54.8,2514.7,111.4,3775.6,172.2,307.6,2500.4,3793.9,152.1,68.4,13.6
0.050000,304.7,53.3,2521.5,109.5,3799.7,179.6,305.8,2499.5,3788.6,151.8,68.6,14.2
0.052000,304.1,53.8,2528.0,111.3,3828.7,198.4,304.3,2500.7,3787.5,151.5,68.7,15
0.054000,304.1,55.6,2531.4,117.3,3847.8,215.8,303.2,2503.9,3790,151.2,68.8,15.8
0.056000,304.2,57.3,2529.4,127.1,3844.9,222.0,302.3,2508.9,3794.8,150.9,68.8,16.4
0.058000,303.7,57.4,2523.6,139.0,3827.1,215.7,301.7,2515.6,3800.9,150.6,68.9,16.6
0.060000,302.7,54.1,2515.1,149.2,3808.9,204.7,301.3,2523.5,3807.1,150.3,69,16.4
0.062000,302.0,47.2,2506.3,157.6,3798.6,193.8,301.1,2532.3,3812.7,150,69,15.8
0.064000,301.1,38.7,2500.9,175.2,3793.7,178.3,301,2541.5,3816.9,149.7,69.2,15.1
0.066000,300.1,31.8,2508.2,216.7,3789.4,163.4,301,2550.6,3819.4,149.5,69.4,14.4
0.068000,299.7,27.1,2539.0,282.6,3786.7,158.2,301,2559.1,3820.2,149.2,69.6,14
0.070000,300.0,23.1,2582.8,324.0,3793.1,159.8,301,2566.5,3819.6,149,69.9,14.1
0.072000,300.7,19.7,2601.2,299.4,3809.4,157.8,301.1,2572.4,3818,148.8,70.2,14.4
0.074000,301.3,17.0,2596.4,247.9,3828.4,148.6,301.2,2576.4,3816.2,148.6,70.4,14.9
0.076000,301.3,15.2,2588.9,207.3,3836.9,132.3,301.4,2578.4,3814.8,148.4,70.6,15.3
0.078000,301.0,14.1,2584.4,178.0,3832.8,110.6,301.6,2578.3,3814.6,148.2,70.8,15.5
0.080000,300.8,13.8,2580.8,155.9,3825.4,93.6,301.9,2576,3816,148,70.9,15.5
0.082000,301.2,14.2,2577.5,135.1,3818.1,88.0,302.4,2571.6,3819.2,147.9,71,15.5
0.084000,302.4,15.1,2572.4,113.7,3812.0,92.7,303,2565.4,3824.4,147.7,71.1,15.3
0.086000,304.3,15.5,2561.5,93.4,3814.1,104.9,303.9,2557.6,3831.3,147.6,71.1,15.1
0.088000,306.1,15.0,2544.9,73.8,3830.2,124.1,304.9,2548.8,3839.1,147.4,71,14.9
0.090000,307.7,14.2,2526.2,56.1,3863.8,126.4,306.1,2539.2,3847.3,147.3,71,14.7
0.092000,309.3,14.5,2511.2,43.7,3882.1,89.2,307.6,2529.3,3854.9,147.2,70.9,14.5
0.094000,311.2,16.3,2501.4,35.5,3881.7,65.4,309.2,2519.5,3861,147,70.8,14.2
0.096000,312.5,19.2,2497.3,31.1,3877.0,59.1,310.9,2510.2,3864.7,146.9,70.8,14
0.098000,312.9,22.9,2496.7,29.3,3871.3,62.3,312.8,2501.7,3865.2,146.8,70.7,14
0.100000,313.6,26.2,2497.7,29.7,3849.7,1208.2,314.7,2494.2,3862.3,146.7,70.5,14.2
0.102000,315.2,28.8,2498.9,31.7,3846.5,72.0,316.6,2487.8,3855.8,146.6,70.4,14.5
0.104000,317.2,31.8,2499.8,36.4,3823.6,62.4,318.6,2482.6,3845.9,146.5,70.3,14.9
0.106000,318.9,35.4,2498.7,45.0,3806.1,46.9,320.4,2478.6,3833.3,146.4,70.2,15.3
0.108000,320.6,38.1,2493.0,58.1,3795.9,36.7,322,2475.7,3818.8,146.3,70.2,15.6
0.110000,321.6,38.0,2481.9,72.3,3791.7,32.0,323.5,2473.6,3803.6,146.2,70.1,15.9
0.112000,322.5,35.7,2467.1,87.3,3789.0,29.5,324.8,2472.4,3788.9,146.2,70.1,16.1
0.114000,324.5,32.8,2452.9,107.5,3784.8,28.0,325.9,2471.6,3775.9,146.1,70.1,16.3
0.116000,327.2,31.7,2449.9,136.5,3779.7,28.1,326.6,2471.2,3765.7,146,70,16.5
0.118000,329.6,33.0,2464.5,176.9,3775.4,31.0,327.1,2471,3759.2,145.9,69.9,16.5
0.120000,331.6,33.9,2483.8,232.6,3772.3,40.3,327.2,2471,3757,145.9,69.6,16.1
